Iteration,Score,Parameter Values
4040,0.43773936848495715,"[-1.12206813  1.08083368  4.01551118  3.00849625  3.63947261  2.89107934
  3.28575307 -3.10822136  2.9199175   3.13829684  2.87769767 -0.65163351
  4.23077202 -0.65538928  0.10356114  2.77419084  3.04978398  3.10729239
  3.1006486   3.63140679  1.52973356  1.82862298  3.08096418  0.32074457
  2.76571219  3.2319294   3.2930595   3.27064646  2.20950715  3.03303418
  3.50122808  3.16910539  2.3578328   3.04508229  3.18268013  3.25391542
  3.71606324  3.13860664  2.91246441  3.1667337   4.28749257  3.09910316
  3.11733822  3.11646     2.24097985  2.80431613  3.32290773  1.69963498
  1.07834404  3.22556411  3.29764713  3.17273456 -1.74970847  3.46948271
 -2.48190858  0.36534306  3.47648128  2.65207964  2.6461004 ]"
4041,0.4377416432130619,"[-1.09937237  1.06640819  4.02372667  3.00532138  3.62992884  2.90364139
  3.2934891  -3.10912807  2.92111093  3.13124067  2.86197289 -0.66324476
  4.2261709  -0.64726805  0.08283367  2.7609153   3.05305727  3.09780512
  3.08246759  3.62882129  1.52811118  1.83993178  3.06896858  0.33583135
  2.74630083  3.22144654  3.27142797  3.25141254  2.21885478  3.05292784
  3.49580804  3.17338989  2.34285206  3.04989457  3.17548581  3.23368728
  3.72836142  3.14759587  2.90624435  3.17426596  4.28520634  3.08823992
  3.12315613  3.11234237  2.2411964   2.78466477  3.32809137  1.70508262
  1.08744136  3.22078159  3.31622021  3.18435031 -1.73360066  3.44116724
 -2.48244246  0.36349977  3.47380494  2.67088064  2.63781433]"
4042,0.43775375044435444,"[-1.02816366  1.07216365  4.05324783  2.97170083  3.54360677  2.96737898
  3.3509767  -3.15139377  2.8976929   3.13490841  2.83474016 -0.72113554
  4.25600025 -0.62938603  0.06451745  2.74123385  3.02037428  3.05746924
  3.07393312  3.6058557   1.49269174  1.86807715  3.06349301  0.32957763
  2.78140453  3.20204538  3.22795455  3.21691504  2.22439264  3.0339037
  3.51711124  3.17608121  2.31255475  3.04089841  3.1280784   3.23611985
  3.68446071  3.14183054  2.90738556  3.18910705  4.31204698  3.09889295
  3.14639328  3.09769154  2.22381879  2.72932204  3.30332415  1.67246176
  1.11518545  3.18413016  3.31667461  3.21646739 -1.70891075  3.40457561
 -2.48700252  0.40556366  3.4433152   2.70464589  2.66411694]"
4043,0.43774072136040176,"[-1.13588812  1.09482217  4.01796122  3.01798299  3.6539638   2.86910265
  3.28201998 -3.10756819  2.93445997  3.13762591  2.88537456 -0.62949632
  4.22759598 -0.66213539  0.09964213  2.77788951  3.06628348  3.12408782
  3.1032228   3.63783298  1.52935915  1.81850958  3.07849719  0.33091317
  2.76599062  3.2254966   3.30395879  3.28396213  2.19815452  3.03429523
  3.49075951  3.16795538  2.35833111  3.04909603  3.18521199  3.25095438
  3.72624241  3.14624639  2.9145988   3.16131175  4.27740772  3.08361277
  3.11097217  3.11259254  2.23580807  2.81150528  3.33545192  1.71114535
  1.07720753  3.22340822  3.29886437  3.15783379 -1.75331571  3.47257333
 -2.48491472  0.36194721  3.48490055  2.66417231  2.63712847]"
4044,0.4377431984971439,"[-1.10146067  1.09152586  4.04396512  2.99792466  3.61131101  2.89850519
  3.31288982 -3.12374152  2.94329416  3.14725893  2.87578017 -0.66642246
  4.24512004 -0.64279764  0.08484062  2.75387492  3.04744519  3.09958127
  3.09379644  3.6315077   1.51948084  1.82813749  3.08162544  0.33756242
  2.7682293   3.22025926  3.27754913  3.26477523  2.22320187  3.04718135
  3.50620146  3.1618632   2.33075037  3.06713307  3.15346846  3.23622333
  3.7104196   3.15090555  2.91058397  3.17692476  4.26988663  3.07865322
  3.12784507  3.10519501  2.24151603  2.77877804  3.34370649  1.70273818
  1.08598716  3.20846419  3.31729378  3.18275558 -1.73378242  3.45518662
 -2.48036206  0.3770273   3.48452302  2.67274961  2.65038176]"
4045,0.43775008204921567,"[-1.16591658  1.09599497  4.01339348  3.03168048  3.68715188  2.84465226
  3.25516325 -3.10975949  2.95920936  3.15588463  2.90253599 -0.61703017
  4.22506402 -0.65491516  0.10796943  2.75991284  3.08310111  3.14008568
  3.10823934  3.65672721  1.55266168  1.80265367  3.08380529  0.32838059
  2.75131417  3.22585252  3.30758377  3.30113032  2.21680187  3.06671347
  3.48471456  3.16294534  2.35329506  3.06872202  3.19266065  3.23924289
  3.72740695  3.1602503   2.91860499  3.17449099  4.25762995  3.06357379
  3.10141389  3.1093368   2.24577322  2.83988748  3.34895095  1.71590431
  1.07047894  3.22809334  3.32013169  3.14118606 -1.74051713  3.47307615
 -2.49205715  0.33610955  3.50041303  2.63934546  2.63822624]"
4046,0.4377503715776515,"[-1.04271388  1.07445248  4.07120059  2.98966941  3.56484551  2.93844185
  3.35714738 -3.14495365  2.93043898  3.14052362  2.84651597 -0.69778007
  4.23860301 -0.64733567  0.06201659  2.73483582  3.02415813  3.06850793
  3.07947266  3.61900073  1.48926591  1.86370909  3.06320943  0.35407546
  2.75831025  3.20432013  3.24236175  3.20932789  2.21824277  3.04985015
  3.50751581  3.18319962  2.30776775  3.06333396  3.15472461  3.21284315
  3.70174071  3.14303683  2.91768694  3.18783932  4.28119382  3.08400828
  3.13572427  3.10609688  2.23407404  2.74067912  3.33034752  1.70752547
  1.10627421  3.20005698  3.33110635  3.20839506 -1.72417785  3.41157423
 -2.48711397  0.39058327  3.45718557  2.68019102  2.6338739 ]"
4047,0.4377367133983553,"[-1.12126301  1.08654227  4.0279586   3.00644748  3.63425882  2.88940539
  3.29602812 -3.1147214   2.93331867  3.14191607  2.8786275  -0.64572716
  4.23527501 -0.65228926  0.09494098  2.76693982  3.05621657  3.11163653
  3.09595762  3.63428549  1.52450509  1.82538376  3.07888744  0.32934803
  2.76804974  3.22050411  3.28508076  3.26822726  2.20832303  3.03997546
  3.5016285   3.16808581  2.34598664  3.05209718  3.17484346  3.24593768
  3.71693129  3.14122221  2.91169324  3.17174447  4.28433503  3.08343396
  3.1200989   3.10867055  2.23811187  2.80031873  3.33009811  1.70169437
  1.08517335  3.21580194  3.30613407  3.17028792 -1.73889552  3.46293105
 -2.48812623  0.36900374  3.47903659  2.66491783  2.64037094]"
4048,0.4377417784246099,"[-1.13400366  1.10129198  4.02549541  3.01446921  3.63994503  2.87344147
  3.29780427 -3.09958843  2.96222836  3.15640624  2.9017484  -0.6159578
  4.24007669 -0.67457473  0.11285307  2.76766569  3.0590403   3.1284894
  3.11427822  3.64651777  1.52253095  1.81040805  3.07751627  0.33589767
  2.78254777  3.21556814  3.29353288  3.28869341  2.17404226  3.03445462
  3.49920651  3.15881641  2.3521403   3.0648406   3.17467613  3.24767258
  3.71675791  3.13592043  2.91659132  3.1688753   4.27870001  3.06255946
  3.11382788  3.11287078  2.23549746  2.81558511  3.33993332  1.71117829
  1.09263502  3.21607341  3.30036267  3.14808117 -1.74922161  3.48398186
 -2.47205224  0.3675412   3.48887322  2.67340385  2.63731604]"
4049,0.4377493182413535,"[-1.13166536  1.07427126  3.97284858  3.01391385  3.66070507  2.8870778
  3.25164233 -3.06923451  2.89920425  3.13261965  2.89115888 -0.65442246
  4.221022   -0.67533423  0.12853198  2.79160426  3.04631022  3.10505052
  3.10501316  3.62328934  1.54939529  1.8324612   3.08934009  0.31518085
  2.75061935  3.2576287   3.30818019  3.29877118  2.2127365   3.02851254
  3.48822866  3.17075346  2.37390735  3.03278171  3.18656894  3.27016928
  3.7257865   3.1479234   2.89761863  3.15732907  4.30323338  3.12118392
  3.1102477   3.1393214   2.23978889  2.81828991  3.31468171  1.69840711
  1.075127    3.24210277  3.2887997   3.1658273  -1.7689497   3.48494348
 -2.45550755  0.34773787  3.47695332  2.65576156  2.6570372 ]"
4050,0.437742439463907,"[-1.17530993  1.09901007  4.01639395  3.01406297  3.6756025   2.85708896
  3.26770747 -3.09523142  2.93481729  3.13426989  2.89286531 -0.60941417
  4.22707498 -0.65101583  0.10832883  2.79389066  3.08614346  3.13245819
  3.09647772  3.63416953  1.54265216  1.79673861  3.08747466  0.325821
  2.77049744  3.22431378  3.30675633  3.28881586  2.20600418  3.03478012
  3.48921071  3.16533281  2.36840069  3.04174189  3.1871759   3.25923161
  3.73360819  3.13547876  2.902163    3.16395984  4.28469465  3.08118576
  3.10666901  3.11000955  2.23206496  2.8297507   3.3235817   1.70268897
  1.07013607  3.21802224  3.28609853  3.15680916 -1.75414159  3.49381131
 -2.50808856  0.35673432  3.48514356  2.67268958  2.63582519]"
4051,0.4377531727166979,"[-1.15432788  1.11211293  4.04673503  3.03124439  3.68182117  2.83622693
  3.28917931 -3.15056974  2.991495    3.15728564  2.89570967 -0.60439777
  4.22227724 -0.6339993   0.08605599  2.73984666  3.09099175  3.14701042
  3.1046407   3.66492821  1.53051347  1.80013568  3.07006103  0.34298064
  2.76914254  3.19595608  3.2836202   3.28186585  2.22266337  3.0836547
  3.48234157  3.17509138  2.32604971  3.08482735  3.19498799  3.21460761
  3.73169842  3.15267924  2.93020841  3.19376657  4.24098113  3.03348437
  3.09692816  3.09318584  2.25074981  2.82211567  3.36724386  1.74627171
  1.06602589  3.22379488  3.33424284  3.13656818 -1.73478939  3.46049617
 -2.50365192  0.3371053   3.50961736  2.64698456  2.62836632]"
4052,0.4377443760769668,"[-1.13440769  1.06620773  4.01124513  3.01369116  3.64958864  2.88606083
  3.26485505 -3.1013803   2.90355284  3.13274299  2.87508746 -0.66972529
  4.22268163 -0.6564768   0.10087803  2.77408205  3.05220299  3.10370553
  3.10290319  3.6206316   1.54753818  1.82951992  3.08798446  0.32507301
  2.7367673   3.23924119  3.30884591  3.2700286   2.24280379  3.05200989
  3.48673294  3.16270783  2.36167262  3.04605016  3.20113237  3.25198137
  3.73363367  3.14779196  2.90879741  3.17294812  4.28332389  3.11781847
  3.104557    3.11955048  2.24719759  2.79791185  3.3193371   1.70165418
  1.06540889  3.23860249  3.30360471  3.17401333 -1.76432264  3.46873928
 -2.48403937  0.35450231  3.48635559  2.64587484  2.64208227]"
4053,0.4377378579765784,"[-1.12361074  1.08682197  4.02650495  3.00735555  3.63648504  2.88766624
  3.29397509 -3.11344724  2.93329635  3.14185691  2.8797683  -0.6438651
  4.2348214  -0.65325789  0.09626486  2.76811998  3.05705917  3.11309514
  3.09673298  3.63482566  1.5256495   1.82439304  3.0791612   0.3287973
  2.76795986  3.22119215  3.2865919   3.26989314  2.20743493  3.03949005
  3.50093523  3.1680535   2.34752521  3.05165666  3.17610817  3.24681595
  3.71765769  3.14094949  2.91167275  3.17113529  4.28442922  3.0837086
  3.11922145  3.10915075  2.238153    2.8022747   3.32979377  1.70199379
  1.08447054  3.21681442  3.30527697  3.16905593 -1.74015698  3.46450325
 -2.48794575  0.36789184  3.47956135  2.66408545  2.63995171]"
4054,0.43773792378263965,"[-1.12757568  1.08470027  4.02642186  3.00896194  3.64233583  2.8848372
  3.29235758 -3.11773384  2.93391642  3.14112727  2.87580685 -0.64289864
  4.23286832 -0.64756033  0.09317714  2.76637432  3.06018997  3.11420063
  3.09314136  3.63511132  1.52767229  1.82448836  3.07899027  0.32825591
  2.76427304  3.2183389   3.28425379  3.26986443  2.21375028  3.04337671
  3.49946727  3.1701854   2.34743126  3.05095333  3.17968193  3.24514697
  3.71913056  3.14280813  2.91174373  3.17403455  4.28339851  3.0844164
  3.11744148  3.10686305  2.23933448  2.80357962  3.33005398  1.70275624
  1.08270541  3.21696908  3.30906568  3.16819144 -1.73738254  3.46305963
 -2.49251885  0.36566741  3.48012815  2.66334662  2.63750116]"
4055,0.43773650400394754,"[-1.12337415  1.08624809  4.02640374  3.00529388  3.63645894  2.88778777
  3.29492321 -3.1135892   2.93359079  3.14076184  2.87901034 -0.64622442
  4.23403506 -0.65306926  0.09473159  2.76666203  3.05621919  3.11186849
  3.0976368   3.63421347  1.52447339  1.82476071  3.08043161  0.32854266
  2.76689049  3.21958138  3.28514185  3.26914836  2.20883225  3.03933614
  3.50030064  3.16959258  2.34655242  3.05240665  3.17690503  3.24562216
  3.71750658  3.14297925  2.91250051  3.17122416  4.2853764   3.08450608
  3.11861987  3.10904569  2.23841576  2.79995086  3.33001053  1.70086694
  1.08430375  3.21690231  3.30657057  3.16848258 -1.73867951  3.46179043
 -2.48881386  0.36898191  3.47899963  2.66541966  2.63998485]"
4056,0.4377445890448869,"[-1.10881069  1.08716944  4.02352059  2.99822015  3.61547963  2.90538927
  3.30388577 -3.11200771  2.9158132   3.1385048   2.87868331 -0.65690441
  4.23389373 -0.68455144  0.10290313  2.77721428  3.04266991  3.10595671
  3.1143293   3.62903151  1.51807456  1.83305898  3.08577969  0.33143241
  2.77437987  3.22488284  3.29909467  3.26486446  2.18077749  3.00865399
  3.49682889  3.17988774  2.35955022  3.03157247  3.18901494  3.26287884
  3.7117149   3.12550975  2.9039725   3.15590242  4.30348621  3.1011987
  3.11445501  3.10790075  2.22926874  2.79371219  3.30429878  1.69080527
  1.09185711  3.22479694  3.28401022  3.17106336 -1.75865476  3.4647613
 -2.48718397  0.38152715  3.4641488   2.67154543  2.64438802]"
4057,0.4377391460062055,"[-1.12500351  1.09023088  4.02359561  3.00562967  3.636731    2.88817665
  3.29425468 -3.112687    2.93597296  3.14478603  2.88148901 -0.64206146
  4.23696446 -0.65499367  0.09981483  2.76984992  3.0556103   3.11373606
  3.09761106  3.63589371  1.52311702  1.8237997   3.07904845  0.32595382
  2.77387832  3.22028327  3.28482905  3.27419093  2.19972741  3.03311227
  3.50377596  3.16940239  2.34845136  3.05105069  3.17227117  3.25092426
  3.71309663  3.14084804  2.91174049  3.17053237  4.2878952   3.08195747
  3.12086774  3.10754419  2.23827215  2.80487044  3.32866887  1.69912808
  1.08623945  3.21620491  3.30201812  3.16742132 -1.73797612  3.46508176
 -2.48619337  0.37030056  3.47876075  2.66823766  2.64291813]"
4058,0.43774679214089257,"[-1.109704    1.09244732  4.05292692  3.00153984  3.62462042  2.88988877
  3.31728204 -3.14001658  2.9555313   3.14221433  2.86849904 -0.64598863
  4.2365053  -0.63699322  0.07506137  2.74905438  3.05803759  3.10972715
  3.08850567  3.64206757  1.51476391  1.82798337  3.07689587  0.33793534
  2.77259445  3.20337004  3.26737687  3.25408223  2.22109586  3.05650818
  3.50609412  3.1681576   2.32422451  3.06483443  3.17358409  3.22882506
  3.71296206  3.14581803  2.92084219  3.18350956  4.27132658  3.06465717
  3.12554508  3.09951299  2.24091678  2.7879424   3.35011772  1.71050204
  1.08403508  3.20551204  3.32336659  3.17241123 -1.72259924  3.4501302
 -2.49928942  0.37562216  3.48381314  2.66319651  2.63799907]"
4059,0.4377467657461871,"[-1.16966461  1.08514362  3.98995242  3.01547184  3.6827678   2.86406586
  3.25879614 -3.06053271  2.91112369  3.13136084  2.90094665 -0.62775134
  4.22749551 -0.67145138  0.11285419  2.80151547  3.06902998  3.12948547
  3.11181757  3.61891288  1.54441005  1.80250707  3.0908301   0.3211398
  2.7562963   3.24926056  3.32958784  3.29991478  2.20613072  3.02296438
  3.49018013  3.16547759  2.38101279  3.04127065  3.18473303  3.27020704
  3.7432179   3.14447974  2.90380427  3.1443553   4.28832108  3.10797425
  3.10672207  3.12756707  2.24417024  2.81823664  3.31687735  1.70271072
  1.06709698  3.22999513  3.27608925  3.15488679 -1.76816177  3.4954074
 -2.4896226   0.35841949  3.48703715  2.67089144  2.6409456 ]"
4060,0.4377360003868665,"[-1.1267758   1.08551068  4.01910326  3.00693085  3.63985844  2.88824734
  3.28840548 -3.10676884  2.92337452  3.13814939  2.87989592 -0.64842364
  4.23182437 -0.66124887  0.09845095  2.77489705  3.05796688  3.11587326
  3.10125148  3.6310942   1.52544225  1.82206014  3.08547172  0.32984049
  2.76645416  3.22565825  3.29508982  3.27308938  2.20527259  3.03159632
  3.49664403  3.16853431  2.35306354  3.04453819  3.17847901  3.25069784
  3.72030598  3.14012412  2.90803541  3.16515434  4.28808326  3.09141239
  3.11638449  3.11027223  2.23799487  2.79998079  3.32525012  1.69512605
  1.08462146  3.21787873  3.30115823  3.16777081 -1.74615054  3.46616185
 -2.48980689  0.3683291   3.47732008  2.66951207  2.64030381]"
4061,0.43775417491251517,"[-1.21663352  1.08875152  3.95476272  3.02414407  3.73520039  2.84975636
  3.21438297 -3.05878931  2.91099654  3.13322673  2.8949648  -0.59635219
  4.21047062 -0.66752897  0.12929932  2.81862269  3.0921138   3.16052449
  3.10545234  3.646715    1.55695143  1.79138742  3.10398465  0.29682946
  2.75420588  3.23430596  3.33067201  3.32858298  2.20106085  3.00960513
  3.48672773  3.17766104  2.40445922  3.02482719  3.21461567  3.29067561
  3.73692618  3.15302566  2.9039509   3.14061635  4.31341761  3.11089524
  3.10026255  3.12528147  2.25120472  2.86489396  3.31513284  1.6874377
  1.06199696  3.24180421  3.27166523  3.13055246 -1.75947553  3.5006721
 -2.49817539  0.34136168  3.48969332  2.65657098  2.64063919]"
4062,0.4377385675117238,"[-1.12490625  1.07848867  4.01465162  3.00431576  3.63786326  2.89486807
  3.28595894 -3.10387125  2.90843259  3.1326997   2.87457699 -0.66114072
  4.2292888  -0.66172726  0.09683217  2.77753818  3.0542522   3.10894088
  3.09910896  3.62253406  1.52522898  1.82643198  3.08878479  0.32915258
  2.7581882   3.22977015  3.29760561  3.26687334  2.21561278  3.03074085
  3.4956596   3.16874299  2.35505747  3.04000522  3.18105885  3.252395
  3.72326134  3.13909457  2.90637951  3.16246349  4.29191362  3.10402145
  3.1154401   3.11344096  2.23867976  2.79344927  3.31719805  1.68918292
  1.08261886  3.22004937  3.29860662  3.17375937 -1.74967154  3.46240272
 -2.49332331  0.37025077  3.47362769  2.66929492  2.64094865]"
4063,0.43774132900900753,"[-1.11332557  1.07362099  4.06573976  2.9968202   3.63346094  2.90870439
  3.32914869 -3.14044619  2.92828871  3.1337045   2.84591405 -0.6737597
  4.23158698 -0.58518466  0.04712487  2.74578856  3.0629807   3.0840838
  3.05461826  3.61292196  1.49986519  1.82641419  3.08475269  0.33575085
  2.76228309  3.2004982   3.24046434  3.22894276  2.2756309   3.07610689
  3.50842806  3.17630031  2.30667236  3.07165306  3.14485199  3.21450215
  3.71736417  3.16955094  2.90900612  3.19315813  4.27470572  3.08148359
  3.13194551  3.09056109  2.25429303  2.76480295  3.34651649  1.70464265
  1.08108007  3.18234384  3.34153922  3.20596537 -1.69313001  3.41733799
 -2.53214314  0.38500872  3.48148165  2.6899314   2.64913127]"
4064,0.4377377836057734,"[-1.11914003  1.08688559  4.02064739  3.00833646  3.63241669  2.88878015
  3.28786188 -3.1178543   2.91549873  3.13985263  2.87524417 -0.65745697
  4.23151682 -0.66611928  0.09347479  2.77092278  3.05909836  3.11515201
  3.10000054  3.63374661  1.52411738  1.82446118  3.08783778  0.33241681
  2.76580814  3.22443142  3.29190601  3.26757013  2.2123131   3.03600062
  3.49097864  3.17399284  2.34870218  3.03894951  3.18239708  3.24767875
  3.71796064  3.1380859   2.90445444  3.16734184  4.2857611   3.09383914
  3.11279609  3.10766515  2.23905746  2.79097136  3.32269359  1.69012243
  1.08460461  3.21854081  3.30651929  3.17051784 -1.74810457  3.45723819
 -2.49140608  0.36982744  3.47536402  2.6697604   2.63855981]"
4065,0.4377363927963715,"[-1.12538235  1.08430511  4.01989855  3.0057235   3.63867364  2.89019138
  3.28975735 -3.1069804   2.92174169  3.13682127  2.8782211  -0.65153759
  4.23182669 -0.65961272  0.09649296  2.77467911  3.05699115  3.11394497
  3.10031034  3.62890485  1.52570743  1.82319755  3.08607256  0.32988621
  2.76439165  3.22597728  3.29509604  3.27071779  2.20941944  3.03290718
  3.49658212  3.16846525  2.3519007   3.04412911  3.17919725  3.25018089
  3.72135279  3.14001851  2.90756861  3.16523738  4.28753081  3.09343918
  3.11685601  3.1101295   2.23812317  2.79722957  3.32462745  1.69482803
  1.0834334   3.21791927  3.30147562  3.16986215 -1.74591973  3.46531739
 -2.49123397  0.36885529  3.47679189  2.66846192  2.64078576]"
4066,0.43773717577068294,"[-1.13466022  1.08314249  4.01642058  3.01219854  3.65060076  2.88075308
  3.2816782  -3.10653492  2.92808331  3.1408615   2.88065224 -0.64007112
  4.23108408 -0.65277337  0.10023154  2.77474914  3.06267068  3.1180194
  3.0965153   3.63193432  1.5286188   1.81905122  3.08110287  0.3263247
  2.76599643  3.22611795  3.29176764  3.27688052  2.20672732  3.03764263
  3.4970183   3.16702376  2.35556398  3.04631867  3.1770067   3.24940593
  3.7232009   3.14463759  2.90874886  3.16966463  4.2846532   3.09023646
  3.11608434  3.10938071  2.24110523  2.80654665  3.32790982  1.69874869
  1.08107104  3.21923339  3.30286343  3.16647251 -1.74159083  3.4670852
 -2.48868079  0.36210198  3.48006507  2.66574654  2.63950019]"
4067,0.43774275926976836,"[-1.10878695  1.08729549  4.01902937  2.99565874  3.61579357  2.90832302
  3.30008826 -3.10204029  2.91109611  3.1408519   2.88250331 -0.6666113
  4.23861156 -0.67835822  0.1037042   2.7801139   3.04456043  3.1077086
  3.10851429  3.62477015  1.51730783  1.82786703  3.09055106  0.33299565
  2.77249207  3.22768749  3.29971808  3.26708446  2.19346076  3.01336469
  3.5016924   3.16788731  2.35328765  3.03610321  3.17037637  3.25943898
  3.71324852  3.12949098  2.90191063  3.15857941  4.29971212  3.09893376
  3.11977096  3.1107747   2.23202547  2.78789296  3.31014376  1.68137796
  1.09511947  3.21478121  3.2905603   3.17426689 -1.7523429   3.46523015
 -2.48439154  0.38171147  3.4699341   2.68036067  2.64811851]"
4068,0.43773395243022245,"[-1.12712136  1.08163509  4.02556044  3.00723368  3.64219897  2.88699744
  3.28841179 -3.11203999  2.92302072  3.13260986  2.87618288 -0.65623457
  4.2292319  -0.65236915  0.08801311  2.76985381  3.0590185   3.11408936
  3.09982174  3.62733025  1.52529231  1.8217282   3.08844923  0.33362863
  2.75978471  3.22632556  3.29613887  3.26664142  2.221375    3.04211298
  3.49484836  3.1676541   2.347233    3.05038363  3.1819235   3.24206546
  3.72478897  3.14554946  2.91167647  3.1673865   4.27876406  3.09145283
  3.11523426  3.10876738  2.24181053  2.79292205  3.33203618  1.69977428
  1.07965853  3.21783973  3.30908455  3.1705614  -1.74490021  3.45903574
 -2.49789378  0.36762946  3.48036079  2.6644939   2.63948901]"
4069,0.4377419607657603,"[-1.10705696  1.07808329  4.03710069  2.98283089  3.60549237  2.92612784
  3.30774001 -3.11685658  2.89781402  3.12829225  2.8672105  -0.69595033
  4.23700263 -0.66728009  0.08428934  2.77519084  3.04141802  3.0954785
  3.10289144  3.60843355  1.50855638  1.83314521  3.09952286  0.33511849
  2.75798803  3.22120589  3.29676764  3.24119357  2.22308368  3.01857142
  3.50118651  3.16762499  2.34562723  3.03767025  3.18053022  3.25394954
  3.71605157  3.13036603  2.90887411  3.16337626  4.30325284  3.10900371
  3.12064634  3.10546417  2.22979418  2.7666755   3.30230227  1.67378704
  1.09107635  3.21654091  3.2915127   3.1885251  -1.75066013  3.44858353
 -2.50552945  0.39474867  3.46614756  2.67952023  2.64808081]"
4070,0.4377409102416761,"[-1.14250362  1.06982391  4.01740067  3.01524744  3.66903087  2.86838191
  3.27068263 -3.11195727  2.92914705  3.12833887  2.86727711 -0.6545053
  4.2212312  -0.62627094  0.07840688  2.7606456   3.0673446   3.10837108
  3.09112158  3.62538438  1.54344374  1.82227526  3.08238449  0.33237925
  2.73751038  3.23395703  3.29378165  3.27589807  2.25308353  3.07011902
  3.49181766  3.17081887  2.3491728   3.0644548   3.18788789  3.23009859
  3.73873611  3.1654179   2.91118968  3.17535418  4.25767282  3.09836822
  3.11079264  3.11080287  2.2554575   2.79610722  3.34770779  1.71766664
  1.06208675  3.22325434  3.32708331  3.17230343 -1.74168486  3.45823323
 -2.49760737  0.3539363   3.48660218  2.65308488  2.63443821]"
4071,0.43774730446399995,"[-1.05856991  1.08522199  4.08534856  2.96379137  3.54302926  2.96174347
  3.36889766 -3.15591916  2.91290224  3.12074854  2.85362671 -0.71611132
  4.25029925 -0.66568558  0.04922834  2.76035734  3.02932734  3.07310964
  3.10049932  3.6119908   1.4693382   1.84493462  3.10275764  0.35347794
  2.78048817  3.18729469  3.2652044   3.19732825  2.21106196  3.01068315
  3.50911205  3.17548706  2.3110046   3.04472437  3.17544982  3.23932215
  3.68657819  3.12644296  2.91956274  3.16476903  4.31504037  3.09312938
  3.13745221  3.09093598  2.21838568  2.72134702  3.303606    1.6671351
  1.10942135  3.19457216  3.29372485  3.20613822 -1.73614053  3.41925079
 -2.51483658  0.43395583  3.4575797   2.7037481   2.65826573]"
4072,0.4377341140764926,"[-1.12833544  1.0814819   4.02452496  3.00769361  3.6435588   2.88610118
  3.28712968 -3.11107986  2.92284754  3.13236564  2.87640793 -0.65526883
  4.22876024 -0.65258095  0.08847561  2.77049986  3.05952639  3.11469321
  3.0999594   3.62745829  1.52599957  1.82139822  3.08839103  0.33326091
  2.75947985  3.22684517  3.29677819  3.26743539  2.22109418  3.04207313
  3.49438878  3.16760609  2.3481006   3.04997958  3.18261359  3.24244455
  3.72544506  3.1456864   2.91162809  3.16710258  4.278822    3.09170728
  3.11481288  3.10899896  2.24195283  2.79393666  3.33207641  1.69981792
  1.07920556  3.21823457  3.30889918  3.16992676 -1.74540415  3.45956946
 -2.49778525  0.36682028  3.4805937   2.66426533  2.63906638]"
4073,0.43773342037688456,"[-1.12432493  1.07895622  4.02467629  3.00419685  3.6380295   2.89206755
  3.29011105 -3.11016387  2.91837369  3.13076037  2.87438005 -0.66298135
  4.22966528 -0.65279927  0.08700803  2.77016231  3.05626363  3.10979276
  3.1007635   3.62370846  1.52437968  1.82422418  3.09111992  0.33390458
  2.75759919  3.22839056  3.29805963  3.26390624  2.22592986  3.04048775
  3.49595028  3.16568106  2.34719297  3.05017852  3.18261453  3.24289939
  3.72387529  3.14549895  2.91070967  3.1659484   4.28006907  3.09705963
  3.116575    3.11016219  2.24170643  2.78943817  3.3291353   1.69651915
  1.07891757  3.21743964  3.30706692  3.17410504 -1.74658924  3.45892611
 -2.4984796   0.37086878  3.47953463  2.6643349   2.64247792]"
4074,0.43773348910305876,"[-1.12260112  1.0854632   4.02684159  3.0077531   3.63343144  2.88758606
  3.29042499 -3.11202551  2.92252745  3.13744573  2.8816757  -0.66064082
  4.23090016 -0.66055309  0.08936418  2.76842029  3.05749998  3.10817701
  3.10184346  3.62573976  1.52257116  1.82385411  3.0924792   0.33626381
  2.75947366  3.22932054  3.30146938  3.26519061  2.21655972  3.04158691
  3.49327119  3.16386582  2.348002    3.05362262  3.17577166  3.2433985
  3.7201997   3.14833537  2.91066193  3.16335944  4.27534794  3.09147458
  3.1170867   3.11292347  2.23761476  2.79010633  3.33071649  1.70029209
  1.07920079  3.21691377  3.30901076  3.17436071 -1.75036074  3.45859308
 -2.4917073   0.37277234  3.4825951   2.66835597  2.64529934]"
4075,0.4377397477428016,"[-1.12183127  1.07686452  4.03342611  3.00874934  3.64461874  2.88471349
  3.29227134 -3.11707975  2.92689493  3.12566718  2.86585102 -0.66154313
  4.22459109 -0.63988882  0.07510495  2.76196535  3.06017502  3.1095068
  3.09307819  3.62492836  1.52793541  1.82426883  3.08574383  0.33807274
  2.75104131  3.2245511   3.29020385  3.25865312  2.241188    3.05706769
  3.4915412   3.1674826   2.33965849  3.05594955  3.18520902  3.22936377
  3.73203826  3.15394031  2.91130313  3.17365019  4.26610721  3.09060414
  3.11387936  3.10920991  2.24546847  2.78532164  3.34310763  1.70727507
  1.07227731  3.21685242  3.32301318  3.17496283 -1.74031252  3.45218465
 -2.50185751  0.36640788  3.48517109  2.65818809  2.63428833]"
