Iteration,Loss,Loss Gradient,Parameter Values
1,1.189434071,,"[0.48930999 0.95633695 0.706939   0.43124553 0.56260003 0.83649199
 0.98216654 0.1910334  0.31582691 0.27129774 0.10625477 0.13751657
 0.30379042 0.22333798 0.71660152 0.77823037 0.2058137  0.10076266
 0.89968071 0.91501819 0.33239808 0.82291412 0.94969357 0.55547697
 0.22840428 0.01346088 0.04712941 0.88121292 0.43588135 0.27243337
 0.95562592 0.36323299 0.85335812 0.76873325 0.39831108 0.36933074
 0.3753869  0.24671212 0.8477752  0.86255346 0.56559452 0.248209
 0.03451688 0.81647476 0.6208643  0.69021151 0.89312622 0.80779035
 0.35420724 0.2353758  0.1001693  0.45490487 0.16270282 0.63945089
 0.63089957 0.84235196 0.24744229 0.34326875 0.4661065  0.31672044
 0.82060861 0.97413634 0.87763622 0.10171187 0.45751659 0.93758074
 0.06041896 0.12291559 0.17052208 0.14610562 0.35437211 0.19199786
 0.07065195 0.96287041 0.3905039  0.72746151 0.87707266 0.48382331
 0.17601286 0.97664049 0.10903443 0.21509572 0.38126155 0.58064276
 0.56846565 0.82420523 0.66891705 0.93280816 0.51352133 0.57741944
 0.26429812 0.79401043 0.76545146 0.33580942 0.51946972 0.73533836
 0.86038855 0.14040629 0.98500195 0.45705564 0.41373004 0.16621589
 0.98851686 0.11598101 0.06616619 0.39170625 0.40506828 0.02055933
 0.18764811 0.62945384 0.99397978 0.20352556 0.96997164 0.00510731
 0.01813399 0.23499393 0.75255029 0.3140927  0.93362131 0.15242278
 0.72301186 0.75657424 0.84629641 0.51413818 0.11938494 0.42225083
 0.73509671 0.18865797 0.07244464 0.37316043 0.14448387 0.38939545
 0.52329247 0.59241002 0.35942085 0.30004092 0.49096029 0.42242257
 0.82299377 0.68805872 0.48100039 0.1437522  0.09614757 0.22668282
 0.61403938 0.32360393 0.27708414 0.83135343 0.7097894  0.32759222
 0.32275225 0.94270911 0.78229428 0.63241156 0.82973648 0.92513109
 0.05966756 0.75790255 0.63278714 0.48166213 0.63800666 0.36736784
 0.25290896 0.30204894 0.73563081 0.32437618 0.25366134 0.32245364
 0.89507857 0.25155585 0.95373239 0.87046713 0.57424962 0.19221551
 0.94289745 0.20326394 0.83794844 0.47515681 0.46071569 0.12994259
 0.94490628 0.32170999 0.31487869 0.85521797 0.91649876 0.89725718
 0.30514766 0.69420485 0.80204377 0.14670548 0.22434968 0.36926442
 0.12216409 0.1842245  0.93636765 0.09556653 0.53189604 0.23702732
 0.71285981 0.27981838 0.01422769 0.3492226  0.19910131 0.78198205
 0.82825504 0.71436436 0.93684711 0.44695771 0.09514011 0.25593568
 0.65892849 0.28272465 0.71962602 0.50408276 0.80063654 0.21404562
 0.5335901  0.29329933 0.58032252 0.08730272 0.666409   0.21530742
 0.47952959 0.13679651 0.35658243 0.96527141 0.43375008 0.24962137
 0.85834513 0.27874971 0.14770468 0.7417865  0.41208363 0.61118228
 0.04698548 0.40414904 0.45396773 0.3391406  0.48286429 0.47486402
 0.97207636 0.50211698 0.92341486 0.6254766  0.70462484 0.16034796
 0.32266054 0.80828469 0.11986176 0.5189637  0.17702292 0.30004031
 0.18210839 0.00452641 0.58041846 0.28317583 0.84813769 0.25381856
 0.42955987 0.87388109 0.07782111 0.99285285 0.67736295 0.23341078
 0.39414993 0.72265285 0.20494414 0.84182805 0.45855869 0.31941232
 0.99243675 0.66015459 0.14765412 0.71367655 0.28189206 0.16953296
 0.31394294 0.911299   0.46774267 0.92047812 0.15295348 0.49580381
 0.68168919 0.89876936 0.999299   0.14137529 0.07027504 0.84880694
 0.16492877 0.62752779 0.82677555 0.2869194  0.22772836 0.29886119
 0.85727694 0.48690319 0.05617374 0.54601508 0.41975401 0.22614189
 0.62464197 0.21216562 0.20928291 0.73196853 0.59462284 0.43173052
 0.58677339 0.48719771 0.59910514 0.52442111 0.62754382 0.24150999
 0.76716066 0.15618207 0.54725214 0.7074208  0.90582402 0.47080298
 0.92831524 0.4701979  0.60149497 0.44033216 0.86855593 0.70794175
 0.64336311 0.34477033 0.28150419 0.58836814 0.16691497 0.61885867
 0.29053323 0.68780834 0.89234934 0.11467811 0.30596754 0.833056
 0.89800185 0.34670846 0.90832935 0.85645781 0.67095163 0.945927
 0.48422765 0.7532311  0.69910207 0.43212527 0.14449764 0.26426901
 0.75816718 0.68199672 0.20861852 0.18436013 0.44779635 0.47090482
 0.81241761 0.2914551  0.92132726 0.78783105 0.22793401 0.96398283
 0.60039659 0.83246665 0.37317397 0.6536919  0.92233235 0.22260596]"
2,1.309166518,,"[1.48930999 0.95633695 0.706939   0.43124553 0.56260003 0.83649199
 0.98216654 0.1910334  0.31582691 0.27129774 0.10625477 0.13751657
 0.30379042 0.22333798 0.71660152 0.77823037 0.2058137  0.10076266
 0.89968071 0.91501819 0.33239808 0.82291412 0.94969357 0.55547697
 0.22840428 0.01346088 0.04712941 0.88121292 0.43588135 0.27243337
 0.95562592 0.36323299 0.85335812 0.76873325 0.39831108 0.36933074
 0.3753869  0.24671212 0.8477752  0.86255346 0.56559452 0.248209
 0.03451688 0.81647476 0.6208643  0.69021151 0.89312622 0.80779035
 0.35420724 0.2353758  0.1001693  0.45490487 0.16270282 0.63945089
 0.63089957 0.84235196 0.24744229 0.34326875 0.4661065  0.31672044
 0.82060861 0.97413634 0.87763622 0.10171187 0.45751659 0.93758074
 0.06041896 0.12291559 0.17052208 0.14610562 0.35437211 0.19199786
 0.07065195 0.96287041 0.3905039  0.72746151 0.87707266 0.48382331
 0.17601286 0.97664049 0.10903443 0.21509572 0.38126155 0.58064276
 0.56846565 0.82420523 0.66891705 0.93280816 0.51352133 0.57741944
 0.26429812 0.79401043 0.76545146 0.33580942 0.51946972 0.73533836
 0.86038855 0.14040629 0.98500195 0.45705564 0.41373004 0.16621589
 0.98851686 0.11598101 0.06616619 0.39170625 0.40506828 0.02055933
 0.18764811 0.62945384 0.99397978 0.20352556 0.96997164 0.00510731
 0.01813399 0.23499393 0.75255029 0.3140927  0.93362131 0.15242278
 0.72301186 0.75657424 0.84629641 0.51413818 0.11938494 0.42225083
 0.73509671 0.18865797 0.07244464 0.37316043 0.14448387 0.38939545
 0.52329247 0.59241002 0.35942085 0.30004092 0.49096029 0.42242257
 0.82299377 0.68805872 0.48100039 0.1437522  0.09614757 0.22668282
 0.61403938 0.32360393 0.27708414 0.83135343 0.7097894  0.32759222
 0.32275225 0.94270911 0.78229428 0.63241156 0.82973648 0.92513109
 0.05966756 0.75790255 0.63278714 0.48166213 0.63800666 0.36736784
 0.25290896 0.30204894 0.73563081 0.32437618 0.25366134 0.32245364
 0.89507857 0.25155585 0.95373239 0.87046713 0.57424962 0.19221551
 0.94289745 0.20326394 0.83794844 0.47515681 0.46071569 0.12994259
 0.94490628 0.32170999 0.31487869 0.85521797 0.91649876 0.89725718
 0.30514766 0.69420485 0.80204377 0.14670548 0.22434968 0.36926442
 0.12216409 0.1842245  0.93636765 0.09556653 0.53189604 0.23702732
 0.71285981 0.27981838 0.01422769 0.3492226  0.19910131 0.78198205
 0.82825504 0.71436436 0.93684711 0.44695771 0.09514011 0.25593568
 0.65892849 0.28272465 0.71962602 0.50408276 0.80063654 0.21404562
 0.5335901  0.29329933 0.58032252 0.08730272 0.666409   0.21530742
 0.47952959 0.13679651 0.35658243 0.96527141 0.43375008 0.24962137
 0.85834513 0.27874971 0.14770468 0.7417865  0.41208363 0.61118228
 0.04698548 0.40414904 0.45396773 0.3391406  0.48286429 0.47486402
 0.97207636 0.50211698 0.92341486 0.6254766  0.70462484 0.16034796
 0.32266054 0.80828469 0.11986176 0.5189637  0.17702292 0.30004031
 0.18210839 0.00452641 0.58041846 0.28317583 0.84813769 0.25381856
 0.42955987 0.87388109 0.07782111 0.99285285 0.67736295 0.23341078
 0.39414993 0.72265285 0.20494414 0.84182805 0.45855869 0.31941232
 0.99243675 0.66015459 0.14765412 0.71367655 0.28189206 0.16953296
 0.31394294 0.911299   0.46774267 0.92047812 0.15295348 0.49580381
 0.68168919 0.89876936 0.999299   0.14137529 0.07027504 0.84880694
 0.16492877 0.62752779 0.82677555 0.2869194  0.22772836 0.29886119
 0.85727694 0.48690319 0.05617374 0.54601508 0.41975401 0.22614189
 0.62464197 0.21216562 0.20928291 0.73196853 0.59462284 0.43173052
 0.58677339 0.48719771 0.59910514 0.52442111 0.62754382 0.24150999
 0.76716066 0.15618207 0.54725214 0.7074208  0.90582402 0.47080298
 0.92831524 0.4701979  0.60149497 0.44033216 0.86855593 0.70794175
 0.64336311 0.34477033 0.28150419 0.58836814 0.16691497 0.61885867
 0.29053323 0.68780834 0.89234934 0.11467811 0.30596754 0.833056
 0.89800185 0.34670846 0.90832935 0.85645781 0.67095163 0.945927
 0.48422765 0.7532311  0.69910207 0.43212527 0.14449764 0.26426901
 0.75816718 0.68199672 0.20861852 0.18436013 0.44779635 0.47090482
 0.81241761 0.2914551  0.92132726 0.78783105 0.22793401 0.96398283
 0.60039659 0.83246665 0.37317397 0.6536919  0.92233235 0.22260596]"
3,1.043878057,,"[0.48930999 1.95633695 0.706939   0.43124553 0.56260003 0.83649199
 0.98216654 0.1910334  0.31582691 0.27129774 0.10625477 0.13751657
 0.30379042 0.22333798 0.71660152 0.77823037 0.2058137  0.10076266
 0.89968071 0.91501819 0.33239808 0.82291412 0.94969357 0.55547697
 0.22840428 0.01346088 0.04712941 0.88121292 0.43588135 0.27243337
 0.95562592 0.36323299 0.85335812 0.76873325 0.39831108 0.36933074
 0.3753869  0.24671212 0.8477752  0.86255346 0.56559452 0.248209
 0.03451688 0.81647476 0.6208643  0.69021151 0.89312622 0.80779035
 0.35420724 0.2353758  0.1001693  0.45490487 0.16270282 0.63945089
 0.63089957 0.84235196 0.24744229 0.34326875 0.4661065  0.31672044
 0.82060861 0.97413634 0.87763622 0.10171187 0.45751659 0.93758074
 0.06041896 0.12291559 0.17052208 0.14610562 0.35437211 0.19199786
 0.07065195 0.96287041 0.3905039  0.72746151 0.87707266 0.48382331
 0.17601286 0.97664049 0.10903443 0.21509572 0.38126155 0.58064276
 0.56846565 0.82420523 0.66891705 0.93280816 0.51352133 0.57741944
 0.26429812 0.79401043 0.76545146 0.33580942 0.51946972 0.73533836
 0.86038855 0.14040629 0.98500195 0.45705564 0.41373004 0.16621589
 0.98851686 0.11598101 0.06616619 0.39170625 0.40506828 0.02055933
 0.18764811 0.62945384 0.99397978 0.20352556 0.96997164 0.00510731
 0.01813399 0.23499393 0.75255029 0.3140927  0.93362131 0.15242278
 0.72301186 0.75657424 0.84629641 0.51413818 0.11938494 0.42225083
 0.73509671 0.18865797 0.07244464 0.37316043 0.14448387 0.38939545
 0.52329247 0.59241002 0.35942085 0.30004092 0.49096029 0.42242257
 0.82299377 0.68805872 0.48100039 0.1437522  0.09614757 0.22668282
 0.61403938 0.32360393 0.27708414 0.83135343 0.7097894  0.32759222
 0.32275225 0.94270911 0.78229428 0.63241156 0.82973648 0.92513109
 0.05966756 0.75790255 0.63278714 0.48166213 0.63800666 0.36736784
 0.25290896 0.30204894 0.73563081 0.32437618 0.25366134 0.32245364
 0.89507857 0.25155585 0.95373239 0.87046713 0.57424962 0.19221551
 0.94289745 0.20326394 0.83794844 0.47515681 0.46071569 0.12994259
 0.94490628 0.32170999 0.31487869 0.85521797 0.91649876 0.89725718
 0.30514766 0.69420485 0.80204377 0.14670548 0.22434968 0.36926442
 0.12216409 0.1842245  0.93636765 0.09556653 0.53189604 0.23702732
 0.71285981 0.27981838 0.01422769 0.3492226  0.19910131 0.78198205
 0.82825504 0.71436436 0.93684711 0.44695771 0.09514011 0.25593568
 0.65892849 0.28272465 0.71962602 0.50408276 0.80063654 0.21404562
 0.5335901  0.29329933 0.58032252 0.08730272 0.666409   0.21530742
 0.47952959 0.13679651 0.35658243 0.96527141 0.43375008 0.24962137
 0.85834513 0.27874971 0.14770468 0.7417865  0.41208363 0.61118228
 0.04698548 0.40414904 0.45396773 0.3391406  0.48286429 0.47486402
 0.97207636 0.50211698 0.92341486 0.6254766  0.70462484 0.16034796
 0.32266054 0.80828469 0.11986176 0.5189637  0.17702292 0.30004031
 0.18210839 0.00452641 0.58041846 0.28317583 0.84813769 0.25381856
 0.42955987 0.87388109 0.07782111 0.99285285 0.67736295 0.23341078
 0.39414993 0.72265285 0.20494414 0.84182805 0.45855869 0.31941232
 0.99243675 0.66015459 0.14765412 0.71367655 0.28189206 0.16953296
 0.31394294 0.911299   0.46774267 0.92047812 0.15295348 0.49580381
 0.68168919 0.89876936 0.999299   0.14137529 0.07027504 0.84880694
 0.16492877 0.62752779 0.82677555 0.2869194  0.22772836 0.29886119
 0.85727694 0.48690319 0.05617374 0.54601508 0.41975401 0.22614189
 0.62464197 0.21216562 0.20928291 0.73196853 0.59462284 0.43173052
 0.58677339 0.48719771 0.59910514 0.52442111 0.62754382 0.24150999
 0.76716066 0.15618207 0.54725214 0.7074208  0.90582402 0.47080298
 0.92831524 0.4701979  0.60149497 0.44033216 0.86855593 0.70794175
 0.64336311 0.34477033 0.28150419 0.58836814 0.16691497 0.61885867
 0.29053323 0.68780834 0.89234934 0.11467811 0.30596754 0.833056
 0.89800185 0.34670846 0.90832935 0.85645781 0.67095163 0.945927
 0.48422765 0.7532311  0.69910207 0.43212527 0.14449764 0.26426901
 0.75816718 0.68199672 0.20861852 0.18436013 0.44779635 0.47090482
 0.81241761 0.2914551  0.92132726 0.78783105 0.22793401 0.96398283
 0.60039659 0.83246665 0.37317397 0.6536919  0.92233235 0.22260596]"
4,1.006052662,,"[0.48930999 1.95633695 1.706939   0.43124553 0.56260003 0.83649199
 0.98216654 0.1910334  0.31582691 0.27129774 0.10625477 0.13751657
 0.30379042 0.22333798 0.71660152 0.77823037 0.2058137  0.10076266
 0.89968071 0.91501819 0.33239808 0.82291412 0.94969357 0.55547697
 0.22840428 0.01346088 0.04712941 0.88121292 0.43588135 0.27243337
 0.95562592 0.36323299 0.85335812 0.76873325 0.39831108 0.36933074
 0.3753869  0.24671212 0.8477752  0.86255346 0.56559452 0.248209
 0.03451688 0.81647476 0.6208643  0.69021151 0.89312622 0.80779035
 0.35420724 0.2353758  0.1001693  0.45490487 0.16270282 0.63945089
 0.63089957 0.84235196 0.24744229 0.34326875 0.4661065  0.31672044
 0.82060861 0.97413634 0.87763622 0.10171187 0.45751659 0.93758074
 0.06041896 0.12291559 0.17052208 0.14610562 0.35437211 0.19199786
 0.07065195 0.96287041 0.3905039  0.72746151 0.87707266 0.48382331
 0.17601286 0.97664049 0.10903443 0.21509572 0.38126155 0.58064276
 0.56846565 0.82420523 0.66891705 0.93280816 0.51352133 0.57741944
 0.26429812 0.79401043 0.76545146 0.33580942 0.51946972 0.73533836
 0.86038855 0.14040629 0.98500195 0.45705564 0.41373004 0.16621589
 0.98851686 0.11598101 0.06616619 0.39170625 0.40506828 0.02055933
 0.18764811 0.62945384 0.99397978 0.20352556 0.96997164 0.00510731
 0.01813399 0.23499393 0.75255029 0.3140927  0.93362131 0.15242278
 0.72301186 0.75657424 0.84629641 0.51413818 0.11938494 0.42225083
 0.73509671 0.18865797 0.07244464 0.37316043 0.14448387 0.38939545
 0.52329247 0.59241002 0.35942085 0.30004092 0.49096029 0.42242257
 0.82299377 0.68805872 0.48100039 0.1437522  0.09614757 0.22668282
 0.61403938 0.32360393 0.27708414 0.83135343 0.7097894  0.32759222
 0.32275225 0.94270911 0.78229428 0.63241156 0.82973648 0.92513109
 0.05966756 0.75790255 0.63278714 0.48166213 0.63800666 0.36736784
 0.25290896 0.30204894 0.73563081 0.32437618 0.25366134 0.32245364
 0.89507857 0.25155585 0.95373239 0.87046713 0.57424962 0.19221551
 0.94289745 0.20326394 0.83794844 0.47515681 0.46071569 0.12994259
 0.94490628 0.32170999 0.31487869 0.85521797 0.91649876 0.89725718
 0.30514766 0.69420485 0.80204377 0.14670548 0.22434968 0.36926442
 0.12216409 0.1842245  0.93636765 0.09556653 0.53189604 0.23702732
 0.71285981 0.27981838 0.01422769 0.3492226  0.19910131 0.78198205
 0.82825504 0.71436436 0.93684711 0.44695771 0.09514011 0.25593568
 0.65892849 0.28272465 0.71962602 0.50408276 0.80063654 0.21404562
 0.5335901  0.29329933 0.58032252 0.08730272 0.666409   0.21530742
 0.47952959 0.13679651 0.35658243 0.96527141 0.43375008 0.24962137
 0.85834513 0.27874971 0.14770468 0.7417865  0.41208363 0.61118228
 0.04698548 0.40414904 0.45396773 0.3391406  0.48286429 0.47486402
 0.97207636 0.50211698 0.92341486 0.6254766  0.70462484 0.16034796
 0.32266054 0.80828469 0.11986176 0.5189637  0.17702292 0.30004031
 0.18210839 0.00452641 0.58041846 0.28317583 0.84813769 0.25381856
 0.42955987 0.87388109 0.07782111 0.99285285 0.67736295 0.23341078
 0.39414993 0.72265285 0.20494414 0.84182805 0.45855869 0.31941232
 0.99243675 0.66015459 0.14765412 0.71367655 0.28189206 0.16953296
 0.31394294 0.911299   0.46774267 0.92047812 0.15295348 0.49580381
 0.68168919 0.89876936 0.999299   0.14137529 0.07027504 0.84880694
 0.16492877 0.62752779 0.82677555 0.2869194  0.22772836 0.29886119
 0.85727694 0.48690319 0.05617374 0.54601508 0.41975401 0.22614189
 0.62464197 0.21216562 0.20928291 0.73196853 0.59462284 0.43173052
 0.58677339 0.48719771 0.59910514 0.52442111 0.62754382 0.24150999
 0.76716066 0.15618207 0.54725214 0.7074208  0.90582402 0.47080298
 0.92831524 0.4701979  0.60149497 0.44033216 0.86855593 0.70794175
 0.64336311 0.34477033 0.28150419 0.58836814 0.16691497 0.61885867
 0.29053323 0.68780834 0.89234934 0.11467811 0.30596754 0.833056
 0.89800185 0.34670846 0.90832935 0.85645781 0.67095163 0.945927
 0.48422765 0.7532311  0.69910207 0.43212527 0.14449764 0.26426901
 0.75816718 0.68199672 0.20861852 0.18436013 0.44779635 0.47090482
 0.81241761 0.2914551  0.92132726 0.78783105 0.22793401 0.96398283
 0.60039659 0.83246665 0.37317397 0.6536919  0.92233235 0.22260596]"
5,0.960839989,,"[0.48930999 1.95633695 1.706939   1.43124553 0.56260003 0.83649199
 0.98216654 0.1910334  0.31582691 0.27129774 0.10625477 0.13751657
 0.30379042 0.22333798 0.71660152 0.77823037 0.2058137  0.10076266
 0.89968071 0.91501819 0.33239808 0.82291412 0.94969357 0.55547697
 0.22840428 0.01346088 0.04712941 0.88121292 0.43588135 0.27243337
 0.95562592 0.36323299 0.85335812 0.76873325 0.39831108 0.36933074
 0.3753869  0.24671212 0.8477752  0.86255346 0.56559452 0.248209
 0.03451688 0.81647476 0.6208643  0.69021151 0.89312622 0.80779035
 0.35420724 0.2353758  0.1001693  0.45490487 0.16270282 0.63945089
 0.63089957 0.84235196 0.24744229 0.34326875 0.4661065  0.31672044
 0.82060861 0.97413634 0.87763622 0.10171187 0.45751659 0.93758074
 0.06041896 0.12291559 0.17052208 0.14610562 0.35437211 0.19199786
 0.07065195 0.96287041 0.3905039  0.72746151 0.87707266 0.48382331
 0.17601286 0.97664049 0.10903443 0.21509572 0.38126155 0.58064276
 0.56846565 0.82420523 0.66891705 0.93280816 0.51352133 0.57741944
 0.26429812 0.79401043 0.76545146 0.33580942 0.51946972 0.73533836
 0.86038855 0.14040629 0.98500195 0.45705564 0.41373004 0.16621589
 0.98851686 0.11598101 0.06616619 0.39170625 0.40506828 0.02055933
 0.18764811 0.62945384 0.99397978 0.20352556 0.96997164 0.00510731
 0.01813399 0.23499393 0.75255029 0.3140927  0.93362131 0.15242278
 0.72301186 0.75657424 0.84629641 0.51413818 0.11938494 0.42225083
 0.73509671 0.18865797 0.07244464 0.37316043 0.14448387 0.38939545
 0.52329247 0.59241002 0.35942085 0.30004092 0.49096029 0.42242257
 0.82299377 0.68805872 0.48100039 0.1437522  0.09614757 0.22668282
 0.61403938 0.32360393 0.27708414 0.83135343 0.7097894  0.32759222
 0.32275225 0.94270911 0.78229428 0.63241156 0.82973648 0.92513109
 0.05966756 0.75790255 0.63278714 0.48166213 0.63800666 0.36736784
 0.25290896 0.30204894 0.73563081 0.32437618 0.25366134 0.32245364
 0.89507857 0.25155585 0.95373239 0.87046713 0.57424962 0.19221551
 0.94289745 0.20326394 0.83794844 0.47515681 0.46071569 0.12994259
 0.94490628 0.32170999 0.31487869 0.85521797 0.91649876 0.89725718
 0.30514766 0.69420485 0.80204377 0.14670548 0.22434968 0.36926442
 0.12216409 0.1842245  0.93636765 0.09556653 0.53189604 0.23702732
 0.71285981 0.27981838 0.01422769 0.3492226  0.19910131 0.78198205
 0.82825504 0.71436436 0.93684711 0.44695771 0.09514011 0.25593568
 0.65892849 0.28272465 0.71962602 0.50408276 0.80063654 0.21404562
 0.5335901  0.29329933 0.58032252 0.08730272 0.666409   0.21530742
 0.47952959 0.13679651 0.35658243 0.96527141 0.43375008 0.24962137
 0.85834513 0.27874971 0.14770468 0.7417865  0.41208363 0.61118228
 0.04698548 0.40414904 0.45396773 0.3391406  0.48286429 0.47486402
 0.97207636 0.50211698 0.92341486 0.6254766  0.70462484 0.16034796
 0.32266054 0.80828469 0.11986176 0.5189637  0.17702292 0.30004031
 0.18210839 0.00452641 0.58041846 0.28317583 0.84813769 0.25381856
 0.42955987 0.87388109 0.07782111 0.99285285 0.67736295 0.23341078
 0.39414993 0.72265285 0.20494414 0.84182805 0.45855869 0.31941232
 0.99243675 0.66015459 0.14765412 0.71367655 0.28189206 0.16953296
 0.31394294 0.911299   0.46774267 0.92047812 0.15295348 0.49580381
 0.68168919 0.89876936 0.999299   0.14137529 0.07027504 0.84880694
 0.16492877 0.62752779 0.82677555 0.2869194  0.22772836 0.29886119
 0.85727694 0.48690319 0.05617374 0.54601508 0.41975401 0.22614189
 0.62464197 0.21216562 0.20928291 0.73196853 0.59462284 0.43173052
 0.58677339 0.48719771 0.59910514 0.52442111 0.62754382 0.24150999
 0.76716066 0.15618207 0.54725214 0.7074208  0.90582402 0.47080298
 0.92831524 0.4701979  0.60149497 0.44033216 0.86855593 0.70794175
 0.64336311 0.34477033 0.28150419 0.58836814 0.16691497 0.61885867
 0.29053323 0.68780834 0.89234934 0.11467811 0.30596754 0.833056
 0.89800185 0.34670846 0.90832935 0.85645781 0.67095163 0.945927
 0.48422765 0.7532311  0.69910207 0.43212527 0.14449764 0.26426901
 0.75816718 0.68199672 0.20861852 0.18436013 0.44779635 0.47090482
 0.81241761 0.2914551  0.92132726 0.78783105 0.22793401 0.96398283
 0.60039659 0.83246665 0.37317397 0.6536919  0.92233235 0.22260596]"
6,0.967819565,,"[0.48930999 1.95633695 1.706939   1.43124553 1.56260003 0.83649199
 0.98216654 0.1910334  0.31582691 0.27129774 0.10625477 0.13751657
 0.30379042 0.22333798 0.71660152 0.77823037 0.2058137  0.10076266
 0.89968071 0.91501819 0.33239808 0.82291412 0.94969357 0.55547697
 0.22840428 0.01346088 0.04712941 0.88121292 0.43588135 0.27243337
 0.95562592 0.36323299 0.85335812 0.76873325 0.39831108 0.36933074
 0.3753869  0.24671212 0.8477752  0.86255346 0.56559452 0.248209
 0.03451688 0.81647476 0.6208643  0.69021151 0.89312622 0.80779035
 0.35420724 0.2353758  0.1001693  0.45490487 0.16270282 0.63945089
 0.63089957 0.84235196 0.24744229 0.34326875 0.4661065  0.31672044
 0.82060861 0.97413634 0.87763622 0.10171187 0.45751659 0.93758074
 0.06041896 0.12291559 0.17052208 0.14610562 0.35437211 0.19199786
 0.07065195 0.96287041 0.3905039  0.72746151 0.87707266 0.48382331
 0.17601286 0.97664049 0.10903443 0.21509572 0.38126155 0.58064276
 0.56846565 0.82420523 0.66891705 0.93280816 0.51352133 0.57741944
 0.26429812 0.79401043 0.76545146 0.33580942 0.51946972 0.73533836
 0.86038855 0.14040629 0.98500195 0.45705564 0.41373004 0.16621589
 0.98851686 0.11598101 0.06616619 0.39170625 0.40506828 0.02055933
 0.18764811 0.62945384 0.99397978 0.20352556 0.96997164 0.00510731
 0.01813399 0.23499393 0.75255029 0.3140927  0.93362131 0.15242278
 0.72301186 0.75657424 0.84629641 0.51413818 0.11938494 0.42225083
 0.73509671 0.18865797 0.07244464 0.37316043 0.14448387 0.38939545
 0.52329247 0.59241002 0.35942085 0.30004092 0.49096029 0.42242257
 0.82299377 0.68805872 0.48100039 0.1437522  0.09614757 0.22668282
 0.61403938 0.32360393 0.27708414 0.83135343 0.7097894  0.32759222
 0.32275225 0.94270911 0.78229428 0.63241156 0.82973648 0.92513109
 0.05966756 0.75790255 0.63278714 0.48166213 0.63800666 0.36736784
 0.25290896 0.30204894 0.73563081 0.32437618 0.25366134 0.32245364
 0.89507857 0.25155585 0.95373239 0.87046713 0.57424962 0.19221551
 0.94289745 0.20326394 0.83794844 0.47515681 0.46071569 0.12994259
 0.94490628 0.32170999 0.31487869 0.85521797 0.91649876 0.89725718
 0.30514766 0.69420485 0.80204377 0.14670548 0.22434968 0.36926442
 0.12216409 0.1842245  0.93636765 0.09556653 0.53189604 0.23702732
 0.71285981 0.27981838 0.01422769 0.3492226  0.19910131 0.78198205
 0.82825504 0.71436436 0.93684711 0.44695771 0.09514011 0.25593568
 0.65892849 0.28272465 0.71962602 0.50408276 0.80063654 0.21404562
 0.5335901  0.29329933 0.58032252 0.08730272 0.666409   0.21530742
 0.47952959 0.13679651 0.35658243 0.96527141 0.43375008 0.24962137
 0.85834513 0.27874971 0.14770468 0.7417865  0.41208363 0.61118228
 0.04698548 0.40414904 0.45396773 0.3391406  0.48286429 0.47486402
 0.97207636 0.50211698 0.92341486 0.6254766  0.70462484 0.16034796
 0.32266054 0.80828469 0.11986176 0.5189637  0.17702292 0.30004031
 0.18210839 0.00452641 0.58041846 0.28317583 0.84813769 0.25381856
 0.42955987 0.87388109 0.07782111 0.99285285 0.67736295 0.23341078
 0.39414993 0.72265285 0.20494414 0.84182805 0.45855869 0.31941232
 0.99243675 0.66015459 0.14765412 0.71367655 0.28189206 0.16953296
 0.31394294 0.911299   0.46774267 0.92047812 0.15295348 0.49580381
 0.68168919 0.89876936 0.999299   0.14137529 0.07027504 0.84880694
 0.16492877 0.62752779 0.82677555 0.2869194  0.22772836 0.29886119
 0.85727694 0.48690319 0.05617374 0.54601508 0.41975401 0.22614189
 0.62464197 0.21216562 0.20928291 0.73196853 0.59462284 0.43173052
 0.58677339 0.48719771 0.59910514 0.52442111 0.62754382 0.24150999
 0.76716066 0.15618207 0.54725214 0.7074208  0.90582402 0.47080298
 0.92831524 0.4701979  0.60149497 0.44033216 0.86855593 0.70794175
 0.64336311 0.34477033 0.28150419 0.58836814 0.16691497 0.61885867
 0.29053323 0.68780834 0.89234934 0.11467811 0.30596754 0.833056
 0.89800185 0.34670846 0.90832935 0.85645781 0.67095163 0.945927
 0.48422765 0.7532311  0.69910207 0.43212527 0.14449764 0.26426901
 0.75816718 0.68199672 0.20861852 0.18436013 0.44779635 0.47090482
 0.81241761 0.2914551  0.92132726 0.78783105 0.22793401 0.96398283
 0.60039659 0.83246665 0.37317397 0.6536919  0.92233235 0.22260596]"
