Iteration,Score,Parameter Values
2109,0.4433709516743431,"[-8.30576544e-01 -1.48745852e+00 -1.32175726e+00 -6.51043667e-01
 -3.04430003e-01 -9.33416820e-01  4.47974088e-01 -1.69180687e-01
  9.58290646e-04 -8.53254807e-01 -2.37453693e-01 -1.36158079e+00
 -1.52394685e-01 -1.06948476e+00 -8.24457839e-01  1.11637427e+00
 -6.37226203e-01 -5.34481599e-01 -9.57962712e-01 -2.94506594e-01
 -1.69500878e-01  3.91020198e-01  5.81114566e-01 -3.75437763e-01
 -1.54264339e-01  1.69033155e-01 -1.52806916e+00 -5.64520733e-02
 -1.55542834e+00 -4.10018040e-02 -1.29488135e-01 -1.79752572e-01
  3.35913088e-02  7.13691590e-01  3.65397631e-01  1.66797487e-01
 -1.13589956e-01  8.61795871e-01 -7.82153526e-01  1.42631874e+00
  5.70581950e-01  1.09190451e+00  1.39033268e-01  1.60076821e+00
  1.43897115e-01  1.60214211e+00  2.16249322e-01  6.79070608e-01
 -4.72953879e-01 -5.50980166e-01 -4.90548447e-01 -7.03000962e-03
 -1.14460158e-01 -9.97820177e-02 -3.56580170e-01  1.96111432e-01
  1.05117903e+00  2.97235187e-01  1.34336152e+00]"
2110,0.4433819873699897,"[-0.88485632 -1.154595    0.67561904  0.50856588  0.72490489 -0.71562901
  0.21529275 -0.63605994  0.65625261 -0.34664483 -0.36071462  0.37373042
 -0.06281919 -0.60506861 -0.90266498 -0.37354887 -0.19803042 -0.18252377
 -0.06866284 -0.83256121 -1.33705459 -0.72504677 -0.10556133 -1.38237544
 -0.76679998  0.08773646  0.01623073 -0.06947966 -1.21043388 -1.39437342
 -1.56531272 -1.52824398 -1.76593818  1.51989955  1.65468285  1.70126503
 -1.46628118 -0.62340547 -0.88864184 -0.39227526 -0.21373423  0.0134637
 -0.0153321   0.41564124  0.46220759 -1.04929686 -1.07103526 -1.61684361
 -1.12322786 -0.10921121  1.1888257   1.36017063  0.86476094 -1.86700667
 -1.44092    -1.35353668  0.63241143  0.94182426 -0.26423055]"
2111,0.44339522763298506,"[ 1.9593738   1.53312335  0.23031452  1.84051639  0.47101388  2.81239581
  2.80778046  1.39686626  1.0653197   1.38588982  2.1609313   0.77875246
  2.17391973  0.73691868  2.14973675  2.73738655  0.72073405  2.92984416
  0.69764818  2.51510172  0.99294302  1.51332915  1.93127658  1.6306774
  0.99971939  1.12251537  1.49421649  0.55815712  2.48850781  2.15234343
  1.75205775  1.64904674  2.87809345  1.3840563   1.39215283 -1.47822748
  1.30422001  1.94039207  0.81108214  1.60622872  3.1488133   1.36436443
  1.81850612  1.59337755  3.24983809  1.78218026  2.90773365  2.07458522
  0.73310302  0.76681427  1.68523584  1.7572977   1.29629513  1.35114926
  1.39035024  1.93064971  1.72157331  1.88264428  1.2000145 ]"
2112,0.44336918317537977,"[-0.83050216 -1.47733615 -1.33384743 -0.64514046 -0.29970595 -0.92020834
  0.47667537 -0.15525517  0.02396791 -0.8573825  -0.23874429 -1.36992055
 -0.15473974 -1.07076537 -0.83278766  1.11196272 -0.6324815  -0.54186915
 -0.96972686 -0.32215053 -0.18650558  0.3874855   0.56838145 -0.36599831
 -0.17665829  0.16917908 -1.54281422 -0.04167838 -1.56518719 -0.04520076
 -0.1255437  -0.19694098  0.03771246  0.69108665  0.36629952  0.15181887
 -0.10595384  0.87385168 -0.80032518  1.4462764   0.58616484  1.08636146
  0.13704297  1.6161544   0.14970307  1.5977596   0.20863048  0.67660365
 -0.47894464 -0.56228756 -0.49670777 -0.00650507 -0.10244047 -0.10835482
 -0.35927626  0.19097369  1.04875117  0.28905536  1.33856381]"
2113,0.4435770420209742,"[-0.87008111 -1.15315678  0.69646098  0.51211811  0.7097002  -0.69499915
  0.217264   -0.63334231  0.64649944 -0.35883866 -0.38337762  0.36903639
 -0.05243985 -0.61958815 -0.89745036 -0.3863475  -0.21509593 -0.18040578
 -0.04929051 -0.84753845 -1.3205628  -0.72711587 -0.10696678 -1.36916253
 -0.73587087  0.07552261  0.01851833 -0.0858332  -1.23309486 -1.39787954
 -1.56881054 -1.53137229 -1.74045883  1.52057574  1.67638667  1.6859127
 -1.46470506 -0.62075701 -0.89245306 -0.39834058 -0.21332777  0.01296705
 -0.00863886  0.42800188  0.45101712 -1.05462794 -1.08702242 -1.63838403
 -1.12305577 -0.10977151  1.20754843  1.37659285  0.87683868 -1.86790151
 -1.43952859 -1.36676568  0.64500511  0.95579711 -0.27012213]"
2114,0.443418351921799,"[ 1.96009602  1.54270703  0.2342557   1.86234398  0.45463882  2.81205424
  2.80408202  1.39832113  1.05203986  1.38435973  2.16871339  0.77165119
  2.17132743  0.74809378  2.14967974  2.71737604  0.70712124  2.92881169
  0.71148401  2.51359594  0.99173545  1.50085873  1.94525001  1.63338079
  0.97839534  1.12306225  1.51016791  0.56602923  2.46849278  2.13348746
  1.75391328  1.6647002   2.87986399  1.41430691  1.38476575 -1.47320667
  1.29145163  1.93548875  0.80624963  1.58883569  3.15183448  1.360695
  1.81728759  1.60723291  3.23788817  1.79428526  2.89975452  2.0877797
  0.73090705  0.76441266  1.67094785  1.76745961  1.29077372  1.32377124
  1.36673491  1.95918458  1.72134177  1.89454782  1.19325175]"
2115,0.4434197689091081,"[-0.821958   -1.45696257 -1.33530854 -0.62229018 -0.30127453 -0.87873306
  0.51868964 -0.10849832  0.04610202 -0.85883508 -0.22216274 -1.3727651
 -0.15412456 -1.08167249 -0.84633554  1.0849779  -0.64462928 -0.56290366
 -0.96464197 -0.33847707 -0.22676686  0.4007297   0.55084744 -0.34593748
 -0.18047477  0.17464127 -1.56093238 -0.02863064 -1.5849028  -0.05709342
 -0.11938398 -0.20928936  0.04507681  0.64184202  0.35750348  0.11467024
 -0.09022596  0.89894862 -0.83085187  1.47325365  0.60545084  1.07448938
  0.13421568  1.66393378  0.15305587  1.62630487  0.18807186  0.66965124
 -0.4885754  -0.58720494 -0.51053055 -0.01236047 -0.07058325 -0.14753348
 -0.3629319   0.18973826  1.01688045  0.28057643  1.34745263]"
2116,0.44339713598529973,"[-8.06682916e-01 -1.14539917e+00  7.14410048e-01  5.23757504e-01
  6.80476584e-01 -6.64033216e-01  2.01094740e-01 -6.30143462e-01
  6.57332247e-01 -3.80528395e-01 -4.24359876e-01  3.63479111e-01
 -9.55192826e-03 -6.56204448e-01 -8.70616171e-01 -3.94927269e-01
 -2.44458940e-01 -1.61227232e-01 -1.50244432e-02 -8.95567808e-01
 -1.31012899e+00 -7.43505280e-01 -1.15917470e-01 -1.33332909e+00
 -6.83231539e-01  4.45390881e-02  3.44497482e-02 -1.05197803e-01
 -1.28066570e+00 -1.41221911e+00 -1.58258680e+00 -1.55929383e+00
 -1.68071743e+00  1.52681132e+00  1.70889819e+00  1.65672820e+00
 -1.44004958e+00 -6.00696269e-01 -8.83071700e-01 -3.97350059e-01
 -2.19259296e-01 -1.86068351e-03 -2.77562600e-02  4.51109708e-01
  4.30868336e-01 -1.05255512e+00 -1.12236747e+00 -1.67455639e+00
 -1.10363827e+00 -1.51897622e-01  1.26968232e+00  1.41460135e+00
  8.72392081e-01 -1.86797402e+00 -1.42376873e+00 -1.38869237e+00
  6.80220615e-01  9.87578091e-01 -2.58728853e-01]"
2117,0.44337665878914106,"[ 1.98566857  1.54987984  0.24195784  1.89912516  0.43915555  2.82252468
  2.78894824  1.42209551  1.02201966  1.3893164   2.1969654   0.75271963
  2.16278699  0.76035375  2.15206575  2.67967327  0.6790865   2.92127589
  0.74185944  2.50471464  0.99171094  1.47749621  1.97690941  1.62675551
  0.92955126  1.12768021  1.55423986  0.5670152   2.45822558  2.08327289
  1.77598482  1.69332308  2.88585356  1.45997251  1.36819794 -1.47124354
  1.2852827   1.95568404  0.81757817  1.55600139  3.15140944  1.34288441
  1.81349939  1.62589787  3.20701755  1.81431496  2.8782984   2.09036467
  0.72725358  0.77184144  1.63493671  1.78377022  1.27388357  1.28757572
  1.31924156  2.00259741  1.75566884  1.90876624  1.1929256 ]"
2118,0.44342275011382715,"[-0.85238075 -1.49015653 -1.2780567  -0.65819321 -0.25589639 -0.99227078
  0.40245687 -0.29991467 -0.02891108 -0.85327782 -0.23199298 -1.38902916
 -0.12045855 -1.09478802 -0.78451898  1.16440867 -0.64941947 -0.56192816
 -0.91164415 -0.2494542  -0.12342717  0.3810451   0.617577   -0.33756527
 -0.14046271  0.15311022 -1.45424514 -0.07586948 -1.51309384 -0.01425806
 -0.1112038  -0.17466383  0.03151397  0.70370912  0.3984469   0.2223346
 -0.09832615  0.89163085 -0.76199157  1.42938017  0.57558077  1.0969751
  0.13463427  1.53693311  0.13115466  1.56854825  0.27826946  0.70515252
 -0.39695744 -0.59820972 -0.4724036   0.02318128 -0.25921723 -0.14579889
 -0.28676991  0.16666391  1.05992173  0.22838926  1.29453375]"
2119,0.44337414961328386,"[-0.92985736 -1.10337297  0.66871125  0.51684007  0.77592531 -0.80503758
  0.27214134 -0.67555446  0.7181018  -0.28673318 -0.31858243  0.42010455
 -0.11352929 -0.62732328 -0.95432528 -0.29019406 -0.19982062 -0.17490039
 -0.08242469 -0.69630833 -1.40030906 -0.66208883 -0.09883619 -1.39257038
 -0.75633986  0.12434937  0.01381478 -0.05311759 -1.08209389 -1.41632736
 -1.58096067 -1.48771713 -1.86598608  1.53015435  1.70886779  1.80374395
 -1.51055677 -0.62524937 -0.89089446 -0.46478721 -0.20809023  0.00700003
 -0.00806345  0.35095124  0.47950491 -1.00170417 -1.09618573 -1.58550573
 -1.12143372 -0.03542794  1.13242168  1.35433741  0.93611783 -1.75013152
 -1.4805872  -1.31757817  0.56926678  0.87799436 -0.19804858]"
2120,0.44337011473342086,"[ 1.87579747  1.49790357  0.19251717  1.83688504  0.49919371  2.86173966
  2.86952763  1.41886001  1.10932425  1.41069905  2.22335603  0.82207091
  2.15619237  0.72545273  2.21353526  2.77064714  0.74440369  2.9182929
  0.63514936  2.52538372  0.98643302  1.55242847  1.90417168  1.66093275
  1.01505777  1.10591098  1.36349925  0.59377522  2.57100584  2.21877508
  1.75685821  1.70635248  2.86210234  1.31404808  1.40850313 -1.46874943
  1.28880024  1.90548845  0.84953419  1.60314723  3.18808162  1.4141171
  1.7912674   1.58573893  3.27023745  1.74177495  2.9498159   2.10873057
  0.69818631  0.7830155   1.80097341  1.74590909  1.34887709  1.44358356
  1.37400741  1.88582032  1.77440959  1.88709245  1.26549779]"
2121,0.44336540457451157,"[-0.82885442 -1.36366563 -1.32059119 -0.61540904 -0.29987402 -0.79489627
  0.61890104 -0.04054442  0.08138734 -0.86669363 -0.12691556 -1.36277867
 -0.17897394 -1.12208362 -0.84266226  1.01950241 -0.77364498 -0.67050201
 -0.89046496 -0.3166926  -0.25909146  0.46527563  0.48230675 -0.23055723
 -0.17796188  0.23743213 -1.59912759 -0.04082778 -1.61379316 -0.07344796
 -0.07416939 -0.26651296  0.02189618  0.55089873  0.41120095  0.00495704
 -0.09027286  0.88063641 -0.80771715  1.46319911  0.73770158  1.04636026
  0.1616152   1.66210726  0.19325347  1.68315497  0.15757691  0.68525246
 -0.47787294 -0.65419115 -0.58652045  0.01737306 -0.12216814 -0.32427411
 -0.37593865  0.21300472  0.98864383  0.21858915  1.35973896]"
2122,0.44336419479218386,"[-0.62359001 -1.03176252  0.73722184  0.60656668  0.66054392 -0.64296462
  0.17351983 -0.57315821  0.70899434 -0.38367127 -0.42995845  0.36220421
  0.02121723 -0.82669504 -0.8234979  -0.40006415 -0.24785933 -0.13282005
  0.11466058 -0.90460712 -1.30940591 -0.74280029 -0.09307625 -1.23096966
 -0.50491002 -0.04553376  0.07521323 -0.14878887 -1.22878546 -1.51927946
 -1.68005571 -1.63306377 -1.57754579  1.51785292  1.84679578  1.54058565
 -1.36299736 -0.51496917 -0.90639509 -0.46609933 -0.14470057 -0.05031248
 -0.06705557  0.50166233  0.42403228 -0.9784903  -1.23063432 -1.81368225
 -1.0562121  -0.31203149  1.3832454   1.4317717   0.86294752 -1.76621706
 -1.41912801 -1.44553801  0.71826039  0.93257475 -0.17937732]"
2123,0.4433742200543969,"[ 2.0208267   1.43257692  0.31362072  1.9553662   0.40547852  2.82122967
  2.8302536   1.50782676  0.9510306   1.44747318  2.29979175  0.79291914
  2.12809809  0.78770173  2.20096497  2.57531441  0.70711077  2.8773692
  0.808139    2.52579314  1.01621389  1.39883585  2.05805125  1.62815902
  0.87613898  1.11280399  1.57291931  0.58486128  2.45728729  2.04785901
  1.8276022   1.79338745  2.86166003  1.5068213   1.34800955 -1.37015898
  1.26234585  1.97147612  0.9527967   1.40855394  3.17445879  1.28765432
  1.79205109  1.72939865  3.16023387  1.76793548  2.8570965   2.08293132
  0.64387247  0.82412036  1.55783043  1.87321679  1.33608705  1.31464902
  1.21531875  2.09277212  1.80814373  1.9354705   1.27861329]"
2124,0.4433750671546975,"[-8.26808539e-01 -1.44094996e+00 -1.35220435e+00 -6.30037895e-01
 -2.83168176e-01 -8.36512429e-01  5.31461595e-01 -6.69601616e-02
  7.35295684e-02 -8.64224925e-01 -2.00615639e-01 -1.34947867e+00
 -1.61943276e-01 -1.07921968e+00 -8.44081743e-01  1.06079703e+00
 -6.63133244e-01 -5.82550791e-01 -9.35160990e-01 -3.55074321e-01
 -2.33913392e-01  3.97487723e-01  5.25837053e-01 -3.11234452e-01
 -2.04781937e-01  1.93693211e-01 -1.59089210e+00 -2.51780656e-02
 -1.58189247e+00 -5.89718605e-02 -1.17445294e-01 -2.28421229e-01
  4.41348723e-02  6.42597934e-01  3.76032496e-01  1.01335087e-01
 -1.01047176e-01  8.67305611e-01 -8.07448749e-01  1.45659387e+00
  6.49127659e-01  1.07230564e+00  1.43691948e-01  1.67247339e+00
  1.62177862e-01  1.61355794e+00  1.65969854e-01  6.50039101e-01
 -5.10951584e-01 -6.17838800e-01 -5.44973541e-01  3.86783469e-04
 -6.27733574e-02 -1.71716866e-01 -3.76745422e-01  2.03791848e-01
  1.03248369e+00  2.94705189e-01  1.35839935e+00]"
2125,0.44337526151566586,"[-0.74538601 -1.10750005  0.72012217  0.55976471  0.69806969 -0.64776528
  0.18989254 -0.59354525  0.65050132 -0.38767444 -0.39342217  0.35607119
 -0.01179047 -0.7074569  -0.85143503 -0.42041224 -0.21301816 -0.16441315
 -0.01370748 -0.91642413 -1.29912629 -0.74868426 -0.09063099 -1.31732637
 -0.63921071  0.00637186  0.03027105 -0.10502639 -1.27736367 -1.44909012
 -1.61901973 -1.58196161 -1.64709408  1.51375683  1.72654695  1.61455057
 -1.41796189 -0.56909516 -0.88289833 -0.41952208 -0.16563818 -0.01427664
 -0.05489816  0.46497926  0.423209   -1.01774515 -1.14974873 -1.74331956
 -1.0876437  -0.19994487  1.29919205  1.39690203  0.84016108 -1.84422915
 -1.43093131 -1.41890955  0.6844454   0.96059677 -0.23690679]"
2126,0.44337523021745734,"[ 1.99425479  1.50099699  0.27059127  1.91749645  0.42734905  2.803552
  2.79535381  1.43904681  1.01020434  1.38687046  2.21632525  0.77302057
  2.15211339  0.76761602  2.16555592  2.64844547  0.69563952  2.91928812
  0.77249815  2.4989142   1.00276752  1.45299793  2.01356742  1.6224338
  0.935451    1.1331553   1.54990509  0.58500209  2.43338513  2.0766119
  1.78236246  1.71970588  2.87731849  1.48939293  1.37584248 -1.41991184
  1.28832755  1.95806587  0.85132546  1.52287048  3.15059456  1.3005734
  1.82497166  1.6530604   3.19329907  1.78840063  2.88505587  2.06527369
  0.73154979  0.77137445  1.60400117  1.80110838  1.31802195  1.29646877
  1.31007508  2.05146608  1.72120727  1.9112747   1.22200687]"
2127,0.44336362974384763,"[-0.83259951 -1.46495625 -1.33183936 -0.64926868 -0.28282901 -0.93538038
  0.47200785 -0.17648201  0.01576265 -0.86561918 -0.24332275 -1.37609191
 -0.15048536 -1.06249453 -0.82786913  1.12965248 -0.63467394 -0.53633923
 -0.96400792 -0.32171808 -0.17015594  0.3798707   0.56959254 -0.36703864
 -0.18426381  0.17612877 -1.53559057 -0.0456188  -1.55144424 -0.04139725
 -0.11936728 -0.1896522   0.03581014  0.68569137  0.37228757  0.17367897
 -0.11892739  0.87485257 -0.80062006  1.44899927  0.58310183  1.08729337
  0.13420708  1.59272417  0.14347952  1.59134987  0.21416118  0.68039357
 -0.4660826  -0.55519905 -0.48711238  0.0061666  -0.12879653 -0.10763884
 -0.34971875  0.18606956  1.05097825  0.27489016  1.3268902 ]"
2128,0.4433924714481946,"[-0.8911869  -1.14663891  0.69195428  0.50095863  0.7178003  -0.70969164
  0.23139588 -0.6282549   0.65431741 -0.3500657  -0.38007249  0.38261025
 -0.06299899 -0.61801199 -0.90715715 -0.3699835  -0.2098077  -0.177917
 -0.04602674 -0.81601689 -1.32268975 -0.71397914 -0.10304313 -1.37999475
 -0.73716284  0.09031019  0.01842068 -0.07311002 -1.2056899  -1.39943539
 -1.56817216 -1.5163549  -1.76055662  1.51972752  1.67210372  1.69664398
 -1.47773454 -0.6331142  -0.89195865 -0.41351904 -0.20281969  0.02862102
  0.00385625  0.41505477  0.45531637 -1.04935164 -1.08883238 -1.62667755
 -1.1294546  -0.09816467  1.19551306  1.37459116  0.90092485 -1.85128729
 -1.44889424 -1.34843825  0.62748843  0.93579844 -0.2655282 ]"
2129,0.44338294046084503,"[ 1.94006159  1.54536201  0.22486923  1.86165874  0.45575801  2.82256219
  2.81106106  1.40022907  1.06278905  1.38333547  2.16433917  0.77607858
  2.16376851  0.75079585  2.15960425  2.72190642  0.71040112  2.91776632
  0.69737236  2.51355621  0.99532587  1.49952682  1.94431412  1.63614234
  0.98171419  1.12124587  1.4851913   0.57384938  2.47775715  2.15663965
  1.74823141  1.66479764  2.8803251   1.39466324  1.39097913 -1.4743609
  1.2830465   1.91710245  0.8136837   1.59122336  3.16438024  1.37486317
  1.81771639  1.60418267  3.25029904  1.78010819  2.90978601  2.0975453
  0.72930185  0.77132975  1.7027833   1.76448246  1.29386969  1.33892887
  1.36863693  1.93810439  1.72942334  1.89344169  1.1992523 ]"
2130,0.443376474872711,"[-0.84080708 -1.64481225 -1.3124483  -0.55928343 -0.65878249 -0.45448994
  0.56044     0.43875458  0.14899265 -0.71147893 -0.14633026 -1.19184978
 -0.29846102 -1.29944795 -0.88432164  0.73417284 -0.76566998 -0.74793156
 -0.96491301 -0.20314322 -0.48015364  0.60199491  0.34788445 -0.32945122
  0.07235863  0.19379509 -1.75294971  0.02006893 -1.90719365 -0.14524118
 -0.19843438 -0.36949801  0.0595612   0.62567561  0.3592638  -0.4229423
  0.11652513  0.73024607 -0.72716611  1.34167755  0.78075318  1.04386779
  0.22351239  2.0262905   0.22852412  1.90220398 -0.00378877  0.65773426
 -0.73166558 -0.73295169 -0.72627224 -0.28762695  0.28550659 -0.33124037
 -0.57099924  0.39993887  0.93207306  0.5420294   1.583179  ]"
2131,0.44336721959251424,"[-0.23222757 -1.24235317  0.76032439  0.84384662  0.57280297 -0.39619448
 -0.12384974 -0.69620759  0.62326252 -0.53841559 -0.47695352  0.05770806
  0.28674027 -0.80181253 -0.64143394 -0.66070146 -0.16920923 -0.14068129
 -0.01000618 -1.4461551  -1.30271082 -0.99131954 -0.16699352 -1.12637319
 -0.55885537 -0.29641144  0.05140551 -0.30835231 -1.64369085 -1.52596766
 -1.72903512 -1.98146154 -1.24530542  1.51237756  1.93669236  1.23507114
 -1.13217194 -0.24976233 -0.90427486 -0.18451895 -0.32633764 -0.28992376
 -0.37338588  0.74111333  0.3099865  -1.00182995 -1.22421733 -2.09990441
 -0.8090617  -0.62893601  1.60697349  1.46299245  0.36628213 -2.10143772
 -1.28658025 -1.77674283  1.08537085  1.30105852 -0.14917347]"
2132,0.4433622483244702,"[ 2.44457592  1.36786061  0.54536195  1.83410751  0.48264012  2.67135976
  2.68242742  1.44319967  0.75410981  1.49020197  2.28412012  0.63615844
  2.17251297  0.81619834  1.94294644  2.53380742  0.60146201  2.98768644
  1.11286737  2.52277563  0.95336435  1.34986528  2.12142129  1.44334708
  0.8563156   1.16602556  2.05093977  0.46085359  2.2869496   1.53726995
  1.89672345  1.78345944  2.92047971  1.79719941  1.2724844  -1.35094866
  1.46822052  2.25123696  0.80086461  1.33576392  2.97334104  1.01361804
  1.75871529  1.72024697  2.96642372  1.90243077  2.80706023  1.8747661
  0.63897159  0.78495738  1.0162829   1.8657477   1.2974984   1.19385297
  1.27254242  2.40542699  1.67178439  1.91238301  1.24729859]"
2133,0.44336403597104046,"[-0.90719525 -1.7216791  -1.05359784 -0.49032621 -0.81019635 -0.1795837
  0.67992357  0.52664696  0.13978525 -0.64739994  0.04324236 -1.1468036
 -0.28996021 -1.65244824 -0.84946682  0.61262853 -1.1051823  -1.07596483
 -0.76340809  0.0714876  -0.59825643  0.80902401  0.29786577 -0.03304334
  0.39582766  0.23385127 -1.6828668  -0.00597869 -2.02196843 -0.13569004
 -0.08159954 -0.53915073  0.08647005  0.24291661  0.42175379 -0.82708265
  0.36238873  0.81648626 -0.69292637  1.35795938  0.95552695  0.944246
  0.27142255  2.13718582  0.25301093  2.13501462  0.01152286  0.8351635
 -0.62303795 -1.03710781 -0.8977812  -0.50674094  0.04238705 -0.93654116
 -0.55931952  0.4795899   0.70929163  0.43214027  1.49688157]"
2134,0.44335978050962666,"[ 0.22384193 -1.07774745  0.89290512  1.15750035  0.65470768 -0.38922917
 -0.29337741 -0.87254501  0.9745586  -0.49228635 -0.57312988 -0.03812268
  0.4591234  -1.15135428 -0.67902578 -0.55459459 -0.26087338 -0.03227901
  0.20105982 -1.57551321 -1.52690384 -0.94288551 -0.2570887  -0.74471775
 -0.3008444  -0.67520851  0.09119287 -0.43046647 -1.49171315 -1.86323597
 -2.05878142 -2.31369971 -1.03413073  1.49066992  2.43245367  1.10405873
 -1.0772799   0.07076341 -0.86860832 -0.32347755 -0.42297061 -0.61871555
 -0.63032027  0.8438422   0.30537086 -0.89252884 -1.57649848 -2.41810324
 -0.49751834 -0.96954825  1.88646204  1.6429865   0.31697186 -1.83947555
 -1.27513334 -2.1334804   1.29202493  1.38509428  0.4009118 ]"
2135,0.44336710375048555,"[ 2.64477629  1.15250167  0.55421347  1.83989035  0.51828184  2.77876271
  2.7550291   1.62758566  0.53889894  1.6668613   2.71627109  0.64598468
  2.04461063  0.86014012  1.99551416  2.4574094   0.52651658  3.02916541
  1.20678625  2.42076308  1.01724288  1.13915279  2.27585477  1.28537945
  0.63209046  1.11285094  2.10094392  0.39761858  2.52353954  1.18217882
  2.22574483  2.20126258  2.96608217  1.9112173   1.14432988 -1.3053128
  1.55430418  2.46974615  1.15182348  1.14002751  3.05125241  0.87316964
  1.5553154   1.92939437  2.88187112  1.78561805  2.78962607  1.92015879
  0.36680827  0.97681456  0.85154369  1.97113859  1.3962392   1.43652143
  0.93911105  2.54252507  2.07558168  1.89573529  1.60323131]"
2136,0.44336808405548,"[-0.85553423 -1.42796404 -1.3024762  -0.65952205 -0.24705667 -0.89536657
  0.47330059 -0.18618801  0.04014195 -0.87788585 -0.21890076 -1.37823007
 -0.13423292 -1.098348   -0.81859547  1.13396449 -0.68287024 -0.57537099
 -0.88945729 -0.31671195 -0.19118515  0.3800962   0.55812054 -0.29067337
 -0.18016271  0.19580689 -1.5374734  -0.0498697  -1.53551359 -0.03382106
 -0.08930631 -0.18298525  0.05125637  0.62474258  0.39479465  0.18778379
 -0.09513863  0.90130057 -0.7830144   1.46790185  0.60592183  1.07694271
  0.13408566  1.58267392  0.11740108  1.58972919  0.19183423  0.69080577
 -0.43932457 -0.61584857 -0.51744056  0.02685119 -0.21442317 -0.20050164
 -0.34316309  0.17546084  1.02061623  0.24664313  1.31201999]"
2137,0.44336532808804724,"[-0.85834137 -1.0906425   0.70239541  0.53122353  0.75625321 -0.70699617
  0.25289118 -0.60559924  0.73985494 -0.33817181 -0.35985018  0.40797777
 -0.04931528 -0.67470347 -0.91450196 -0.32222576 -0.22423535 -0.13410425
 -0.0069201  -0.80543218 -1.34419043 -0.69110307 -0.08333645 -1.34221997
 -0.68436011  0.05533068  0.02342142 -0.05310234 -1.16095029 -1.47762636
 -1.65057948 -1.52314509 -1.76656012  1.5242601   1.74492612  1.70039407
 -1.476755   -0.60118124 -0.88019818 -0.4698676  -0.15729594  0.00981165
 -0.00878646  0.38340242  0.44343091 -1.00696738 -1.14814899 -1.69657403
 -1.10715621 -0.12823311  1.235231    1.41588009  0.93251045 -1.76431406
 -1.47031485 -1.34711196  0.62013637  0.89554048 -0.17479314]"
2138,0.4433580941401954,"[ 1.91837526  1.49857922  0.18922588  1.88560536  0.43679381  2.83973749
  2.83532937  1.44361779  1.04769713  1.38431232  2.22211636  0.77063044
  2.1105495   0.75344148  2.18281353  2.69103372  0.6692792   2.90801258
  0.68717144  2.4751979   0.99946275  1.45313867  1.96962392  1.60117365
  0.94180572  1.13367704  1.44207541  0.60469294  2.53446629  2.15213008
  1.78052921  1.72350829  2.88313376  1.37912059  1.3783916  -1.44197862
  1.27603556  1.92199089  0.89502029  1.54770718  3.19917341  1.36352933
  1.78720073  1.62744777  3.2403134   1.73626909  2.9530562   2.1164573
  0.73299523  0.80747833  1.74405551  1.77733688  1.34057151  1.39762895
  1.31694608  1.93409939  1.79305661  1.89260807  1.26000335]"
2139,0.44335442356646604,"[-0.8709681  -1.35904794 -1.32055828 -0.68909742 -0.20434078 -0.83429558
  0.48790205 -0.16728182  0.08632485 -0.91726091 -0.19545249 -1.37437709
 -0.11043751 -1.10489383 -0.83502971  1.13513949 -0.72977732 -0.60785579
 -0.82791884 -0.37204608 -0.24068543  0.37004819  0.54578998 -0.18080541
 -0.24509078  0.21609983 -1.57600741 -0.0448622  -1.52985737 -0.02439169
 -0.05731321 -0.17305522  0.07670629  0.58390625  0.39260587  0.22003608
 -0.07974669  0.93638187 -0.78341699  1.48899884  0.63317712  1.06725709
  0.12394178  1.6031647   0.09504269  1.57086536  0.12894153  0.67306746
 -0.44950792 -0.66720057 -0.57006196  0.07188519 -0.21203129 -0.29838957
 -0.35593564  0.15947558  0.99414892  0.22615964  1.32998566]"
2140,0.44336087881398784,"[-8.03505036e-01 -1.03883855e+00  7.15755640e-01  5.63003400e-01
  7.73270213e-01 -6.56852459e-01  2.64870188e-01 -5.47121747e-01
  8.22771801e-01 -3.59828236e-01 -3.28213657e-01  4.29585935e-01
 -4.07181951e-02 -7.24347225e-01 -8.97314490e-01 -3.09125426e-01
 -2.42240017e-01 -8.39446092e-02  4.97666844e-02 -8.66175230e-01
 -1.34072950e+00 -6.77251872e-01 -5.31257446e-02 -1.28802537e+00
 -6.21305275e-01  1.15355380e-03  3.54429697e-02 -4.79099490e-02
 -1.16592603e+00 -1.55924257e+00 -1.73629494e+00 -1.51999370e+00
 -1.74244632e+00  1.54626535e+00  1.80322804e+00  1.67795248e+00
 -1.43922928e+00 -5.53198163e-01 -8.75413517e-01 -5.22906185e-01
 -8.91536702e-02 -9.28047879e-03 -3.01263661e-02  3.49914544e-01
  4.21204166e-01 -9.78693901e-01 -1.20243893e+00 -1.78739277e+00
 -1.09042798e+00 -1.88139609e-01  1.30990445e+00  1.46389043e+00
  9.49838801e-01 -1.68692794e+00 -1.48551729e+00 -1.35348321e+00
  6.18310485e-01  8.56636458e-01 -1.18220145e-01]"
