algorithm,config,p_target,alpha,p_estimate,exact_error,ci_width,num_oracle_calls
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.052916284866403415,0.0029162848664034124,0.01820838859016051,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049990834239539844,9.1657604601586e-06,0.01771294711445488,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04349076198665085,0.006509238013349156,0.010076616204409184,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.052916284866403415,0.0029162848664034124,0.01820838859016051,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05144663055484698,0.0014466305548469782,0.017961542079798266,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04429970643173692,0.0057002935682630845,0.01669853441647922,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04320236204702896,0.0067976379529710446,0.006313204001761476,300
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05144663055484698,0.0014466305548469782,0.017961542079798266,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04711948455168924,0.0028805154483107637,0.017210015018445532,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05440014779433947,0.004400147794339469,0.01845360401446803,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.06683011546647075,0.016830115466470744,0.02036935989504818,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05144663055484698,0.0014466305548469782,0.017961542079798266,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05440014779433947,0.004400147794339469,0.01845360401446803,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05144663055484698,0.0014466305548469782,0.017961542079798266,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04429970643173692,0.0057002935682630845,0.01669853441647922,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0401616856637654,0.009838314336234603,0.015912665738941255,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04635101836402858,0.003648981635971424,0.010407014424968473,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04838418134701114,0.0016158186529888624,0.010637064569658905,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.055898585213605814,0.0058985852136058115,0.018697300979719004,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05144663055484698,0.0014466305548469782,0.017961542079798266,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.052916284866403415,0.0029162848664034124,0.01820838859016051,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049990834239539844,9.1657604601586e-06,0.01771294711445488,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04152916849557263,0.008470831504427373,0.01617732643051271,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.03612737217472776,0.013872627825272245,0.015100213521828621,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.048548559738054005,0.001451440261945998,0.017462480990742456,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.03880571926914542,0.011194280730854586,0.01564506025995486,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04152916849557263,0.008470831504427373,0.01617732643051271,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05403335885220241,0.004033358852202407,0.01125959247375417,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04290842093401723,0.007091579065982775,0.016439225545931496,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.06204598292691538,0.012045982926915375,0.019659019980793602,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04152916849557263,0.008470831504427373,0.01617732643051271,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05894072868608459,0.008940728686084587,0.019180569536814934,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050536327421502755,0.0005363274215027525,0.010876830315967263,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04570329917023973,0.004296700829760275,0.016955413798094256,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049990834239539844,9.1657604601586e-06,0.01771294711445488,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049444242924521105,0.0005557570754788979,0.010755612063557067,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.055898585213605814,0.0058985852136058115,0.018697300979719004,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.06846048060916468,0.01846048060916468,0.020604556162225077,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.06204598292691538,0.012045982926915375,0.019659019980793602,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049444242924521105,0.0005557570754788979,0.010755612063557067,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05894072868608459,0.008940728686084587,0.019180569536814934,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05741197913931162,0.007411979139311617,0.018939587912461944,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.060485251108051516,0.010485251108051513,0.019420347335652056,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.048548559738054005,0.001451440261945998,0.017462480990742456,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049990834239539844,9.1657604601586e-06,0.01771294711445488,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04290842093401723,0.007091579065982775,0.016439225545931496,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.060485251108051516,0.010485251108051513,0.019420347335652056,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04320236204702896,0.0067976379529710446,0.006313204001761476,300
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04711948455168924,0.0028805154483107637,0.017210015018445532,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.048548559738054005,0.001451440261945998,0.017462480990742456,100
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04635101836402858,0.003648981635971424,0.010407014424968473,200
IAE,"{'epsilon_target': 0.1, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05741197913931162,0.007411979139311617,0.018939587912461944,100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049573755995095156,0.0004262440049048466,0.0014951069481871845,2500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05056816512625952,0.0005681651262595191,0.0010271351572141152,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04983763208251582,0.00016236791748418244,0.001020284342197652,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049550322931480845,0.0004496770685191581,0.0009906143084043133,3600
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.051693325813138395,0.0016933258131383924,0.002668781093809122,1300
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05003618711398054,3.618711398054031e-05,0.001340092124717248,2800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050020702464387085,2.0702464387081787e-05,0.0024133588283172074,1400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05103310776240549,0.0010331077624054844,0.0011949480315160965,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04983036662008483,0.00016963337991517113,0.0009952084758900089,3700
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05042335456834374,0.00042335456834373397,0.003558938619665473,1000
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04969792133891986,0.0003020786610801393,0.0011852272759346194,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050707429247562275,0.0007074292475622718,0.00134834119226181,2700
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05020298061148092,0.0002029806114809199,0.0010235907366498362,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.048970279789466886,0.0010297202105331166,0.0023875304895508744,1400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04976422598315229,0.00023577401684771182,0.001019649488793347,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0488587868543041,0.0011412131456959018,0.0016266100671786833,2300
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05008882282539854,8.882282539853653e-05,0.001075196501486242,3400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0504218839458441,0.0004218839458440954,0.0010256867636834997,3600
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0504218839458441,0.0004218839458440954,0.0010256867636834997,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05067014784311279,0.0006701478431127839,0.001191920737101941,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050856602496106726,0.0008566024961067231,0.001646538770749488,2300
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050020702464387085,2.0702464387081787e-05,0.0024133588283172074,1400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049843720175104425,0.00015627982489557768,0.0013378364875891134,2700
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0497466945220274,0.0002533054779726013,0.0011356666871603395,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05005274350517917,5.274350517917026e-05,0.0016375926922162012,2300
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0496503806483576,0.0003496193516424051,0.0013356214349551955,2800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04916098022619608,0.0008390197738039201,0.0013302527724278444,2800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0497466945220274,0.0002533054779726013,0.0011356666871603395,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.048977085494060706,0.0010229145059392972,0.0014089217385750419,2700
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049496924660877406,0.0005030753391225967,0.0011325070739842506,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04969792133891986,0.0003020786610801393,0.0011852272759346194,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04991594135355597,8.405864644403516e-05,0.0011378733292393382,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04966293522546941,0.00033706477453059047,0.0011345945151696665,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050002512562018875,2.5125620188720665e-06,0.0011870733207612442,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04998401968114857,1.5980318851430142e-05,0.0010215800579834663,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04828557531611004,0.0017144246838899646,0.0031326142241195794,1100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04966293522546941,0.00033706477453059047,0.0011345945151696665,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.051092899345494006,0.0010928993454940028,0.001353343645936162,2800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049593084278024537,0.00040691572197546627,0.0011846528080953836,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049593084278024537,0.00040691572197546627,0.0011846528080953836,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0494863347272667,0.0005136652727333046,0.001184102194426731,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04966293522546941,0.00033706477453059047,0.0011345945151696665,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050390074577634635,0.00039007457763463177,0.0011897648597624655,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05022809765727587,0.00022809765727586917,0.00134239041468193,2700
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04990249675850486,9.750324149514211e-05,0.0011864393051536047,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05003618711398054,3.618711398054031e-05,0.001340092124717248,2800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049831014480102256,0.00016898551989774635,0.0011367592349235851,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04957969259822349,0.0004203074017765096,0.001133541641667301,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05020298061148092,0.0002029806114809199,0.0010235907366498362,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05005706043626905,5.706043626904633e-05,0.0010222411705402973,3600
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050262738800301285,0.00026273880030128205,0.0011425724713373941,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050087813871655326,8.78138716553234e-05,0.0011401713704707397,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04966048615734182,0.0003395138426581859,0.0031823123285223756,1100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0497466945220274,0.0002533054779726013,0.0011356666871603395,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05018502927185033,0.0001850292718503302,0.0012980303498971724,2900
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04933318567246925,0.0006668143275307542,0.001281599013056179,2900
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.051120309741611525,0.001120309741611522,0.002441206113895634,1400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04945583646805338,0.0005441635319466259,0.0013334454417904228,2800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04954278911865452,0.00045721088134548227,0.0010177960374590442,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05075848456124857,0.0007584845612485652,0.0013104730028238518,2900
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050053697830695326,5.369783069532341e-05,0.0012953412517564163,2900
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04998401968114857,1.5980318851430142e-05,0.0010215800579834663,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049831014480102256,0.00016898551989774635,0.0011367592349235851,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05032057710985739,0.0003205771098573895,0.0013008696005918398,2900
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0494145912227137,0.0005854087772863004,0.0011314898962791788,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050380682429527396,0.00038068242952739306,0.0024223768448371867,1400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0504218839458441,0.0004218839458440954,0.0010256867636834997,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04983763208251582,0.00016236791748418244,0.001020284342197652,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050241776916934405,0.0002417769169344025,0.0010025912769336016,3600
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04976422598315229,0.00023577401684771182,0.001019649488793347,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050002512562018875,2.5125620188720665e-06,0.0011870733207612442,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04976422598315229,0.00023577401684771182,0.001019649488793347,3600
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05017949880274545,0.00017949880274544666,0.0015504110321720305,2400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050390074577634635,0.00039007457763463177,0.0011897648597624655,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050275917025747886,0.0002759170257478835,0.0010242796054595465,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050441200956897796,0.0004412009568977929,0.001145090614347817,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05035149475314518,0.000351494753145179,0.0011438159323344313,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05053521967974202,0.0005352196797420161,0.001556625055590559,2400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05020298061148092,0.0002029806114809199,0.0010235907366498362,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0488587868543041,0.0011412131456959018,0.0016266100671786833,2300
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050606581551533025,0.0006065815515330225,0.001307071304162237,2900
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05003618711398054,3.618711398054031e-05,0.001340092124717248,2700
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05057764382137373,0.0005776438213737287,0.0011911904546578062,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05035149475314518,0.000351494753145179,0.0011438159323344313,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0494145912227137,0.0005854087772863004,0.0011314898962791788,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049718878667728,0.0002811213322720038,0.0015426253384300745,2400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05019859341916311,0.0001985934191631039,0.0011883902075511266,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050130037877398934,0.0001300378773989308,0.0010229113321704349,3500
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05019859341916311,0.0001985934191631039,0.0011883902075511266,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05119239204263784,0.0011923920426378382,0.003583855115451253,1000
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04990249675850486,9.750324149514211e-05,0.0011864393051536047,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05126911497391609,0.0012691149739160884,0.002659997297026071,1300
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04878062552670036,0.0012193744732996448,0.004050879020830778,800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050262738800301285,0.00026273880030128205,0.0011425724713373941,3200
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05022809765727587,0.00022809765727586917,0.00134239041468193,2800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05046087811537053,0.00046087811537053047,0.0013038767810366406,2900
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049718878667728,0.0002811213322720038,0.0015426253384300745,2400
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050002512562018875,2.5125620188720665e-06,0.0011870733207612442,3100
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.051768115289431,0.0017681152894310007,0.004147005791199414,800
IAE,"{'epsilon_target': 0.01, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04998401968114857,1.5980318851430142e-05,0.0010215800579834663,3500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05009338834943632,9.338834943631996e-05,0.0002953647001746884,13400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04984219360953951,0.00015780639046049372,0.00032581835725361413,11900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05005238661551134,5.238661551133783e-05,0.00038258074897890015,10500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05005911943393115,5.911943393114433e-05,0.00023404984641771376,16600
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04992660065231,7.339934769000356e-05,0.00029459682804406154,13200
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0500720935309231,7.209353092309939e-05,0.000295255135007326,13400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05001109868087515,1.109868087514898e-05,0.00024053920272555304,16300
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04993322285874421,6.677714125579576e-05,0.00026046422728778773,14800
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04982477346999497,0.00017522653000503347,0.00028659430106100364,13700
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050146964864969834,0.0001469648649698313,0.00030664072619858776,12600
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05007328073277872,7.328073277871466e-05,0.00021226064811682988,18500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0501523594958171,0.0001523594958171004,0.00023575971478383487,16500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049959056806834726,4.094319316527706e-05,0.00027659574893062686,14100
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05010022324117969,0.00010022324117968384,0.0003410946996761678,11700
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.049866340115184676,0.00013365988481532642,0.0002808137991041522,14000
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0499885643527377,1.1435647262303394e-05,0.00026070471878879634,14900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050029473461674134,2.9473461674131562e-05,0.0001081173248776296,35700
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05001008471949964,1.0084719499633965e-05,0.0003453231931501953,11500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.0500422428581837,4.224285818369561e-05,0.0002863736571428882,13900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.050032638028827625,3.2638028827622345e-05,0.0002283247537176493,16900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05001847027529384,1.8470275293835936e-05,0.00039996343285644137,9900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05021839261333967,0.00021839261333966853,0.00026997339540084375,14400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05003927186620001,3.9271866200008e-05,0.0002542407338929943,15400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04998775156127251,1.2248438727491262e-05,0.0002867174979413016,13700
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.04988678540163825,0.00011321459836174941,0.00028661717092033287,13700
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.05,0.05,0.05001008471949964,1.0084719499633965e-05,0.0003453231931501953,11500
