algorithm,config,p_target,alpha,p_estimate,exact_error,ci_width,num_oracle_calls
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000019644225827,1.964422582712011e-06,2.959821694772935e-05,329500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000123376029204,1.2337602920409196e-05,6.193427645090344e-05,149800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000140899495296,1.4089949529560997e-05,4.239761317414992e-05,243700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000112847853251,1.1284785325083035e-05,4.246894877008023e-05,244500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999929306700662,7.069329933773183e-06,5.3247660191990676e-05,194800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000145621855314,1.4562185531419303e-05,3.125343225013344e-05,312800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.500005202383328,5.202383328017923e-06,3.918543083591963e-05,252400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999679765195404,3.2023480459608678e-06,4.825020503229638e-05,196000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000207044662255,2.0704466225485163e-05,3.884594094813454e-05,241600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999892632888288,1.0736711171188684e-05,4.040633680263417e-05,238600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999972103303536,2.7896696463969306e-06,4.203232452459904e-05,233400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999846746175398,1.532538246018511e-05,3.2891409152996376e-05,306900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999880230578171,1.1976942182911898e-05,6.012377386044321e-05,158900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999915912875747,8.408712425300724e-06,2.5302385608994005e-05,385700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000202435309765,2.0243530976515878e-05,4.344676306389239e-05,224100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49994714564393977,5.2854356060227925e-05,5.2358390519591236e-05,180600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000064109628277,6.410962827718691e-06,9.659483270951785e-05,99000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000171709871056,1.7170987105630253e-05,3.6852454683072855e-05,262700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000036836812117,3.6836812117302387e-06,2.774625130366748e-05,342300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999804825095112,1.951749048878515e-05,2.2388340267465168e-05,413400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000158605587612,1.5860558761238153e-05,5.96893285573219e-05,174900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999892515579235,1.0748442076491393e-05,4.0450484671161746e-05,254300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49998830691523777,1.1693084762232075e-05,3.518528460211279e-05,269100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999801619312578,1.9838068742172865e-05,9.958631763440362e-05,94300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999981204807452,1.8795192547882422e-06,2.831896718233362e-05,335900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999950739647699,4.926035230112813e-06,3.710391960548565e-05,266300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999999999999999,1.1102230246251565e-16,2.1940918467300285e-05,422600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000091300553038,9.130055303785412e-06,4.583251475881456e-05,207900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999999999999999,1.1102230246251565e-16,2.3803127909921562e-05,398900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999999999999999,1.1102230246251565e-16,4.158361657177756e-05,244300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999601943858724,3.98056141276415e-06,5.997564970322555e-05,166400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000517932440464,5.1793244046360876e-05,5.130723558488537e-05,185700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000077984159147,7.798415914694878e-06,5.873928715971477e-05,176800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999632595652627,3.674043473733679e-06,2.7673657859883516e-05,330500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49996917811669006,3.08218833099394e-05,6.615007363972025e-05,154500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000027647035072,2.7647035072408954e-06,2.082432052344374e-05,439100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999867730936557,1.322690634431023e-05,4.977789051441306e-05,184900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999721507334544,2.7849266545643125e-06,4.196086123581244e-05,235500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999886304402119,1.1369559788088068e-05,4.278798739029699e-05,238400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000107359815809,1.0735981580856091e-05,2.6903140181999685e-05,363700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000028136290189,2.813629018882935e-06,4.239332358921266e-05,243700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999878511743112,1.2148825688784726e-05,4.572066203356595e-05,203700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000085813210355,8.581321035538991e-06,6.463629107564262e-05,150000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999113871772477,8.861282275229865e-06,4.44832848300325e-05,212700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000083034493554,8.303449355429038e-06,3.124904504314685e-05,313300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000374542868732,3.7454286873184195e-05,5.609344541171457e-05,178900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49998805845349,1.1941546510019219e-05,2.562900423702663e-05,370600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999878652721509,1.2134727849111293e-05,2.6043610951709262e-05,362300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49998041536269955,1.958463730045157e-05,5.8931501232400985e-05,169600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000071170277656,7.117027765568551e-06,2.678408835071755e-05,359100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000063809666342,6.380966634189633e-06,3.20321988545591e-05,314400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49998757587164755,1.2424128352450658e-05,3.1133442645825404e-05,297600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999694239270086,3.057607299139509e-05,6.56225143510214e-05,157900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000156521200299,1.5652120029852057e-05,3.3592654889613716e-05,284000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999946851022994,5.3148977006145515e-06,4.0032912441784196e-05,241000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000116267880381,1.162678803812156e-05,3.4985793265357445e-05,283200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999820444386748,1.795556132522247e-05,5.40295011564329e-05,170700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49998008035780833,1.9919642191668085e-05,4.9916341908928796e-05,193000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000318551410697,3.1855141069736526e-05,9.585427951172565e-05,96300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000106150444916,1.0615044491624204e-05,5.3287101512838886e-05,177700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999760665927764,2.3933407223619696e-05,3.5843888159248216e-05,281500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999892043768337,1.0795623166304225e-05,4.0628045097163e-05,230800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000103145600138,1.0314560013768848e-05,3.881762107385556e-05,244500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999975011425958,2.4988574042206224e-06,3.765061768001843e-05,247400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000035673343527,3.5673343526942958e-06,5.3749502427535845e-05,178400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000026933423312,2.6933423311614746e-06,4.058094801656642e-05,245500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000088122101735,8.812210173458901e-06,2.6516537683235475e-05,346500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999891618159475,1.083818405250847e-05,3.2612830414835425e-05,285400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000169006515497,1.690065154968945e-05,4.235109709624374e-05,225600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000016671766219,1.6671766218667727e-06,2.51195724196851e-05,380200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999664510468588,3.354895314122697e-05,7.200292403838904e-05,133300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999978941490939,2.105850906097828e-06,3.172913635665631e-05,296800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000026515034477,2.6515034476926047e-06,5.115463185628721e-06,1891900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999999999999999,1.1102230246251565e-16,8.745267562254577e-06,1164900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999990074242621,9.925757378792532e-07,5.123649309324296e-06,1977900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000014721751971,1.4721751970814267e-06,2.5220039536477667e-06,3968700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000009623081567,9.623081567156078e-07,4.967408868850054e-06,1983400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000007378860004,7.378860004125798e-07,2.2831553886104583e-06,4243800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999990457708785,9.542291214970078e-07,3.6927150826038257e-06,2736300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999971599805534,2.8400194466149387e-06,8.787544011318316e-06,1163500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000016219257659,1.6219257659155772e-06,6.276595006238228e-06,1527300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999939187547757,6.081245224276444e-06,5.795595274721288e-06,1741600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999999999999999,1.1102230246251565e-16,7.53287219792953e-06,1292600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.500000345414741,3.4541474103200187e-07,5.3516484144200405e-06,1870300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000048550240693,4.855024069327918e-06,9.366647029968034e-06,1073500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999981599512544,1.8400487455938475e-06,4.060811570005818e-06,2344100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000047997413289,4.799741328942453e-06,8.222504110227957e-06,1181000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5,0.0,4.108488017823264e-06,2461500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000006375491886,6.375491885535212e-07,3.291011793887799e-06,3028000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999943082208986,5.691779101368866e-07,2.2026280752651672e-06,4424000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000029377463835,2.937746383491202e-06,9.08992918058349e-06,1109800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999974949281627,2.505071837299866e-06,9.694229980455882e-06,1022800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000016111443941,1.6111443941202452e-06,3.555641562708045e-06,2800300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999823474058014,1.765259419861387e-06,9.112221730694925e-06,1131100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000002328897348,2.328897348302661e-07,3.6082535936343696e-06,2737600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999935519103844,6.448089615584962e-07,9.990282537647444e-06,972600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999941445583684,5.855441631563707e-07,3.0225632486613474e-06,3144100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999987500333819,1.2499666180998403e-06,3.867627273446139e-06,2451400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999761873281523,2.381267184770053e-06,9.215125646083733e-06,1178200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999822953390183,1.7704660981721076e-06,3.4157052120065146e-06,2881400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000007875627666,7.875627665576701e-07,4.065377855633212e-06,2564600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999992435672991,7.564327009212946e-07,2.927274362657384e-06,3326900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000008901007846,8.901007846340292e-07,2.293579367484977e-06,4231600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.500000561993976,5.619939760226345e-07,4.352810726693246e-06,2592800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999999999999999,1.1102230246251565e-16,3.6867574525201174e-06,2719000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000005342215375,5.342215374515291e-07,2.067352467521877e-06,4613700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5,0.0,6.8820473055897224e-06,1410700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000005028314647,5.028314646882137e-07,7.790568527343833e-06,1304700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000029350081571,2.93500815706782e-06,6.477282252531635e-06,1515800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999995218612212,4.781387787922142e-07,3.703327248083532e-06,2972000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000045937671689,4.593767168881158e-06,8.862612212390264e-06,1108400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000018825149474,1.8825149473711278e-06,9.717491616240137e-06,1010300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5,0.0,2.6649865962347086e-06,3709700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999953285782417,4.671421758306593e-07,7.237620130884359e-06,1373400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999993853792529,6.146207470747456e-07,9.522564484415463e-06,1005200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000017993124065,1.7993124065140975e-06,9.288002334323364e-06,1053900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999994030276417,5.969723583243436e-07,4.623728713876174e-06,2238200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999947394891103,5.260510889670833e-07,8.150319428412711e-06,1234000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999991939087135,8.060912864982228e-07,3.1194451983462823e-06,3286400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000034470816848,3.447081684759823e-06,8.882314865843455e-06,1099000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999999999999983,1.6653345369377348e-16,8.584405562339636e-06,1129300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999818694889325,1.8130511067471211e-06,4.001230363759323e-06,2451100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000001523559131,1.523559131078045e-07,2.360510957893913e-06,4203100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999612563091356,3.874369086442897e-06,8.550361968562292e-06,1221100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000007593403475,7.593403474892568e-07,5.8813171490423866e-06,1642900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.499998809474565,1.190525435013079e-06,4.60714427111264e-06,2131700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999989166368504,1.0833631495787976e-06,3.352125411637541e-06,3062800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999975716659154,2.4283340845920875e-06,4.6849094697820615e-06,2301900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999983131386192,1.6868613808007638e-06,4.346643127733918e-06,2273700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000010196079585,1.0196079585078621e-06,3.945720794346075e-06,2627200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000022357325173,2.2357325173416598e-06,6.917768790970502e-06,1414900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000021431656885,2.1431656884729477e-06,6.631349948105214e-06,1470900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000035414954063,3.5414954062673587e-06,6.066985392877422e-06,1579300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5,0.0,3.123348315453578e-06,3195300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000010164448305,1.0164448305260976e-06,3.933479991530264e-06,2780800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999925613276897,7.438672310344785e-07,2.8786479907561002e-06,3384400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000009551848017,9.551848016986497e-07,7.398190776830571e-06,1303500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000003835408223,3.8354082232405773e-07,5.9423510046230366e-06,1648900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999999999999994,5.551115123125783e-17,4.455223280019904e-06,2479700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999850007818447,1.4999218155287153e-06,4.641034758584572e-06,2095400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000022560415065,2.2560415064987183e-06,6.980608549811418e-06,1368600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000006010640876,6.01064087613068e-07,4.655420376697972e-06,2060800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5,0.0,8.696280067554962e-06,1089900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000004988540379,4.988540378558781e-07,3.863773099382906e-06,2558900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.499999412023491,5.879765089811251e-07,9.10975467133257e-06,1077900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999978296903101,2.1703096899083896e-06,5.592375169005681e-06,1711800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000026284107497,2.6284107497165365e-06,8.132787672032737e-06,1230500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000001791247088,1.7912470884340337e-07,2.775250593306522e-06,3579100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.500000574828524,5.748285240025908e-07,8.906047694684505e-06,1083800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999898341999427,1.0165800057304608e-06,7.873714916201147e-06,1300100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999991248320659,8.751679341223451e-07,2.2551009406790445e-06,4224600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999999999999999,1.1102230246251565e-16,2.52739205922059e-06,3871800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000012559993409,1.2559993408656211e-06,6.483434876330962e-06,1549300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000023684558976,2.368455897627797e-06,4.057434977833285e-06,2375400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999986414173223,1.358582677690734e-06,2.998262013331754e-06,3403100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000008179985955,8.179985955258928e-07,3.165524592840807e-06,3432400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999965807280466,3.419271953353231e-07,2.6483279662870007e-06,3680100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999834007150085,1.65992849915364e-06,4.277243456807245e-06,2325100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000026860426413,2.6860426413088945e-06,4.136487683686907e-06,2641500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999996370738945,3.629261055015931e-07,2.8109707773948944e-06,3437500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999978046020077,2.195397992288406e-07,3.401417710463539e-06,3179600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.49999922936352154,7.706364784643149e-07,2.982240724980212e-06,3243600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000006346407079,6.346407078750005e-07,9.832741728610372e-06,994600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.500001334957948,1.3349579479626783e-06,6.891017086008144e-06,1451300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000012010959766,1.2010959765662577e-06,2.317237134147332e-06,4140100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000010106031099,1.0106031098633395e-06,3.126992428159614e-06,3107000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.4999984224725653,1.577527434681869e-06,3.4814521485404537e-06,2946200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.5,0.05,0.5000006202890326,6.202890325823773e-07,9.610385494657203e-06,1010000
